userId	geneSymbol	geneName	entrezgene	gLink
Mgat1	Mgat1	mannoside acetylglucosaminyltransferase 1	17308	https://www.ncbi.nlm.nih.gov/gene/?term=17308
Ltc4s	Ltc4s	leukotriene C4 synthase	17001	https://www.ncbi.nlm.nih.gov/gene/?term=17001
Mrnip	Mrnip	MRN complex interacting protein	68067	https://www.ncbi.nlm.nih.gov/gene/?term=68067
Sar1b	Sar1b	secretion associated Ras related GTPase 1B	66397	https://www.ncbi.nlm.nih.gov/gene/?term=66397
Jade2	Jade2	jade family PHD finger 2	76901	https://www.ncbi.nlm.nih.gov/gene/?term=76901
2310033P09Rik	2310033P09Rik	RIKEN cDNA 2310033P09 gene	67862	https://www.ncbi.nlm.nih.gov/gene/?term=67862
Guk1	Guk1	guanylate kinase 1	14923	https://www.ncbi.nlm.nih.gov/gene/?term=14923
Trim11	Trim11	tripartite motif-containing 11	94091	https://www.ncbi.nlm.nih.gov/gene/?term=94091
Btnl10	Btnl10	butyrophilin-like 10	192194	https://www.ncbi.nlm.nih.gov/gene/?term=192194
Myo19	Myo19	myosin XIX	66196	https://www.ncbi.nlm.nih.gov/gene/?term=66196
Ggnbp2	Ggnbp2	gametogenetin binding protein 2	217039	https://www.ncbi.nlm.nih.gov/gene/?term=217039
Shmt1	Shmt1	serine hydroxymethyltransferase 1 (soluble)	20425	https://www.ncbi.nlm.nih.gov/gene/?term=20425
Arsg	Arsg	arylsulfatase G	74008	https://www.ncbi.nlm.nih.gov/gene/?term=74008
Prkar1a	Prkar1a	protein kinase, cAMP dependent regulatory, type I, alpha	19084	https://www.ncbi.nlm.nih.gov/gene/?term=19084
Abca8b	Abca8b	ATP-binding cassette, sub-family A (ABC1), member 8b	27404	https://www.ncbi.nlm.nih.gov/gene/?term=27404
Adi1	Adi1	acireductone dioxygenase 1	104923	https://www.ncbi.nlm.nih.gov/gene/?term=104923
Id2	Id2	inhibitor of DNA binding 2	15902	https://www.ncbi.nlm.nih.gov/gene/?term=15902
Rnf135	Rnf135	ring finger protein 135	71956	https://www.ncbi.nlm.nih.gov/gene/?term=71956
Adap2	Adap2	ArfGAP with dual PH domains 2	216991	https://www.ncbi.nlm.nih.gov/gene/?term=216991
Polg2	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	50776	https://www.ncbi.nlm.nih.gov/gene/?term=50776
Ddx5	Ddx5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	13207	https://www.ncbi.nlm.nih.gov/gene/?term=13207
Cluh	Cluh	clustered mitochondria (cluA/CLU1) homolog	74148	https://www.ncbi.nlm.nih.gov/gene/?term=74148
Tmem94	Tmem94	transmembrane protein 94	71947	https://www.ncbi.nlm.nih.gov/gene/?term=71947
Unk	Unk	unkempt family zinc finger	217331	https://www.ncbi.nlm.nih.gov/gene/?term=217331
Acox1	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	11430	https://www.ncbi.nlm.nih.gov/gene/?term=11430
Ten1	Ten1	TEN1 telomerase capping complex subunit	69535	https://www.ncbi.nlm.nih.gov/gene/?term=69535
Tsen54	Tsen54	tRNA splicing endonuclease subunit 54	76265	https://www.ncbi.nlm.nih.gov/gene/?term=76265
Llgl2	Llgl2	LLGL2 scribble cell polarity complex component	217325	https://www.ncbi.nlm.nih.gov/gene/?term=217325
Rhbdf2	Rhbdf2	rhomboid 5 homolog 2	217344	https://www.ncbi.nlm.nih.gov/gene/?term=217344
Kif1c	Kif1c	kinesin family member 1C	16562	https://www.ncbi.nlm.nih.gov/gene/?term=16562
0610010K14Rik	0610010K14Rik	RIKEN cDNA 0610010K14 gene	104457	https://www.ncbi.nlm.nih.gov/gene/?term=104457
Abcc3	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	76408	https://www.ncbi.nlm.nih.gov/gene/?term=76408
Nr1d1	Nr1d1	nuclear receptor subfamily 1, group D, member 1	217166	https://www.ncbi.nlm.nih.gov/gene/?term=217166
Per1	Per1	period circadian clock 1	18626	https://www.ncbi.nlm.nih.gov/gene/?term=18626
Vamp2	Vamp2	vesicle-associated membrane protein 2	22318	https://www.ncbi.nlm.nih.gov/gene/?term=22318
Tmem107	Tmem107	transmembrane protein 107	66910	https://www.ncbi.nlm.nih.gov/gene/?term=66910
Ctc1	Ctc1	CTS telomere maintenance complex component 1	68964	https://www.ncbi.nlm.nih.gov/gene/?term=68964
Stat5b	Stat5b	signal transducer and activator of transcription 5B	20851	https://www.ncbi.nlm.nih.gov/gene/?term=20851
Ubtf	Ubtf	upstream binding transcription factor, RNA polymerase I	21429	https://www.ncbi.nlm.nih.gov/gene/?term=21429
Nfkbia	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	18035	https://www.ncbi.nlm.nih.gov/gene/?term=18035
Gstz1	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	14874	https://www.ncbi.nlm.nih.gov/gene/?term=14874
Serpina3n	Serpina3n	serine (or cysteine) peptidase inhibitor, clade A, member 3N	20716	https://www.ncbi.nlm.nih.gov/gene/?term=20716
Clmn	Clmn	calmin	94040	https://www.ncbi.nlm.nih.gov/gene/?term=94040
Glrx5	Glrx5	glutaredoxin 5	73046	https://www.ncbi.nlm.nih.gov/gene/?term=73046
Srsf5	Srsf5	serine/arginine-rich splicing factor 5	20384	https://www.ncbi.nlm.nih.gov/gene/?term=20384
Slc10a1	Slc10a1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	20493	https://www.ncbi.nlm.nih.gov/gene/?term=20493
Entpd5	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	12499	https://www.ncbi.nlm.nih.gov/gene/?term=12499
Cinp	Cinp	cyclin-dependent kinase 2 interacting protein	67236	https://www.ncbi.nlm.nih.gov/gene/?term=67236
Gpld1	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	14756	https://www.ncbi.nlm.nih.gov/gene/?term=14756
Gcnt2	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	14538	https://www.ncbi.nlm.nih.gov/gene/?term=14538
Gadd45g	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	23882	https://www.ncbi.nlm.nih.gov/gene/?term=23882
Sfxn1	Sfxn1	sideroflexin 1	14057	https://www.ncbi.nlm.nih.gov/gene/?term=14057
Pcbd2	Pcbd2	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	72562	https://www.ncbi.nlm.nih.gov/gene/?term=72562
Txndc15	Txndc15	thioredoxin domain containing 15	69672	https://www.ncbi.nlm.nih.gov/gene/?term=69672
Erap1	Erap1	endoplasmic reticulum aminopeptidase 1	80898	https://www.ncbi.nlm.nih.gov/gene/?term=80898
Srd5a1	Srd5a1	steroid 5 alpha-reductase 1	78925	https://www.ncbi.nlm.nih.gov/gene/?term=78925
Acot12	Acot12	acyl-CoA thioesterase 12	74156	https://www.ncbi.nlm.nih.gov/gene/?term=74156
Marveld2	Marveld2	MARVEL (membrane-associating) domain containing 2	218518	https://www.ncbi.nlm.nih.gov/gene/?term=218518
Ocln	Ocln	occludin	18260	https://www.ncbi.nlm.nih.gov/gene/?term=18260
Acox2	Acox2	acyl-Coenzyme A oxidase 2, branched chain	93732	https://www.ncbi.nlm.nih.gov/gene/?term=93732
Il6st	Il6st	interleukin 6 signal transducer	16195	https://www.ncbi.nlm.nih.gov/gene/?term=16195
Vdac2	Vdac2	voltage-dependent anion channel 2	22334	https://www.ncbi.nlm.nih.gov/gene/?term=22334
Hacl1	Hacl1	2-hydroxyacyl-CoA lyase 1	56794	https://www.ncbi.nlm.nih.gov/gene/?term=56794
Sh3bp5	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	24056	https://www.ncbi.nlm.nih.gov/gene/?term=24056
Btd	Btd	biotinidase	26363	https://www.ncbi.nlm.nih.gov/gene/?term=26363
Wbp4	Wbp4	WW domain binding protein 4	22380	https://www.ncbi.nlm.nih.gov/gene/?term=22380
Ephx2	Ephx2	epoxide hydrolase 2, cytoplasmic	13850	https://www.ncbi.nlm.nih.gov/gene/?term=13850
Chrna2	Chrna2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)	110902	https://www.ncbi.nlm.nih.gov/gene/?term=110902
Slc39a14	Slc39a14	solute carrier family 39 (zinc transporter), member 14	213053	https://www.ncbi.nlm.nih.gov/gene/?term=213053
Bmp1	Bmp1	bone morphogenetic protein 1	12153	https://www.ncbi.nlm.nih.gov/gene/?term=12153
Itm2b	Itm2b	integral membrane protein 2B	16432	https://www.ncbi.nlm.nih.gov/gene/?term=16432
Pabpn1	Pabpn1	poly(A) binding protein, nuclear 1	54196	https://www.ncbi.nlm.nih.gov/gene/?term=54196
Cmbl	Cmbl	carboxymethylenebutenolidase-like (Pseudomonas)	69574	https://www.ncbi.nlm.nih.gov/gene/?term=69574
Ankrd33b	Ankrd33b	ankyrin repeat domain 33B	67434	https://www.ncbi.nlm.nih.gov/gene/?term=67434
Rida	Rida	reactive intermediate imine deaminase A homolog	15473	https://www.ncbi.nlm.nih.gov/gene/?term=15473
Pop1	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	67724	https://www.ncbi.nlm.nih.gov/gene/?term=67724
Myc	Myc	myelocytomatosis oncogene	17869	https://www.ncbi.nlm.nih.gov/gene/?term=17869
Tbc1d31	Tbc1d31	TBC1 domain family, member 31	210544	https://www.ncbi.nlm.nih.gov/gene/?term=210544
Derl1	Derl1	Der1-like domain family, member 1	67819	https://www.ncbi.nlm.nih.gov/gene/?term=67819
Ppara	Ppara	peroxisome proliferator activated receptor alpha	19013	https://www.ncbi.nlm.nih.gov/gene/?term=19013
Enpp2	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	18606	https://www.ncbi.nlm.nih.gov/gene/?term=18606
Cyp2d26	Cyp2d26	cytochrome P450, family 2, subfamily d, polypeptide 26	76279	https://www.ncbi.nlm.nih.gov/gene/?term=76279
Ndufa6	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6	67130	https://www.ncbi.nlm.nih.gov/gene/?term=67130
Smdt1	Smdt1	single-pass membrane protein with aspartate rich tail 1	69029	https://www.ncbi.nlm.nih.gov/gene/?term=69029
Slc38a4	Slc38a4	solute carrier family 38, member 4	69354	https://www.ncbi.nlm.nih.gov/gene/?term=69354
Aco2	Aco2	aconitase 2, mitochondrial	11429	https://www.ncbi.nlm.nih.gov/gene/?term=11429
Mgrn1	Mgrn1	mahogunin, ring finger 1	17237	https://www.ncbi.nlm.nih.gov/gene/?term=17237
Hes1	Hes1	hes family bHLH transcription factor 1	15205	https://www.ncbi.nlm.nih.gov/gene/?term=15205
Atp13a3	Atp13a3	ATPase type 13A3	224088	https://www.ncbi.nlm.nih.gov/gene/?term=224088
Gpt	Gpt	glutamic pyruvic transaminase, soluble	76282	https://www.ncbi.nlm.nih.gov/gene/?term=76282
Cyc1	Cyc1	cytochrome c-1	66445	https://www.ncbi.nlm.nih.gov/gene/?term=66445
Sharpin	Sharpin	SHANK-associated RH domain interacting protein	106025	https://www.ncbi.nlm.nih.gov/gene/?term=106025
Maf1	Maf1	MAF1 homolog, negative regulator of RNA polymerase III	68877	https://www.ncbi.nlm.nih.gov/gene/?term=68877
Oplah	Oplah	5-oxoprolinase (ATP-hydrolysing)	75475	https://www.ncbi.nlm.nih.gov/gene/?term=75475
Pycrl	Pycrl	pyrroline-5-carboxylate reductase-like	66194	https://www.ncbi.nlm.nih.gov/gene/?term=66194
Mapk12	Mapk12	mitogen-activated protein kinase 12	29857	https://www.ncbi.nlm.nih.gov/gene/?term=29857
Tymp	Tymp	thymidine phosphorylase	72962	https://www.ncbi.nlm.nih.gov/gene/?term=72962
Tomm70a	Tomm70a	translocase of outer mitochondrial membrane 70A	28185	https://www.ncbi.nlm.nih.gov/gene/?term=28185
Nr1i2	Nr1i2	nuclear receptor subfamily 1, group I, member 2	18171	https://www.ncbi.nlm.nih.gov/gene/?term=18171
Clcn2	Clcn2	chloride channel, voltage-sensitive 2	12724	https://www.ncbi.nlm.nih.gov/gene/?term=12724
Ahsg	Ahsg	alpha-2-HS-glycoprotein	11625	https://www.ncbi.nlm.nih.gov/gene/?term=11625
Masp1	Masp1	mannan-binding lectin serine peptidase 1	17174	https://www.ncbi.nlm.nih.gov/gene/?term=17174
Vps26c	Vps26c	VPS26 endosomal protein sorting factor C	13185	https://www.ncbi.nlm.nih.gov/gene/?term=13185
Dop1b	Dop1b	DOP1 leucine zipper like protein B	70028	https://www.ncbi.nlm.nih.gov/gene/?term=70028
Setd4	Setd4	SET domain containing 4	224440	https://www.ncbi.nlm.nih.gov/gene/?term=224440
Itsn1	Itsn1	intersectin 1 (SH3 domain protein 1A)	16443	https://www.ncbi.nlm.nih.gov/gene/?term=16443
Lmbr1l	Lmbr1l	limb region 1 like	74775	https://www.ncbi.nlm.nih.gov/gene/?term=74775
Tuba1b	Tuba1b	tubulin, alpha 1B	22143	https://www.ncbi.nlm.nih.gov/gene/?term=22143
Lima1	Lima1	LIM domain and actin binding 1	65970	https://www.ncbi.nlm.nih.gov/gene/?term=65970
Krt18	Krt18	keratin 18	16668	https://www.ncbi.nlm.nih.gov/gene/?term=16668
Gtf2ird1	Gtf2ird1	general transcription factor II I repeat domain-containing 1	57080	https://www.ncbi.nlm.nih.gov/gene/?term=57080
Serping1	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	12258	https://www.ncbi.nlm.nih.gov/gene/?term=12258
Acy1	Acy1	aminoacylase 1	109652	https://www.ncbi.nlm.nih.gov/gene/?term=109652
Frs3	Frs3	fibroblast growth factor receptor substrate 3	107971	https://www.ncbi.nlm.nih.gov/gene/?term=107971
Trip6	Trip6	thyroid hormone receptor interactor 6	22051	https://www.ncbi.nlm.nih.gov/gene/?term=22051
Tpi1	Tpi1	triosephosphate isomerase 1	21991	https://www.ncbi.nlm.nih.gov/gene/?term=21991
Tulp2	Tulp2	tubby-like protein 2	56734	https://www.ncbi.nlm.nih.gov/gene/?term=56734
Pcbp4	Pcbp4	poly(rC) binding protein 4	59092	https://www.ncbi.nlm.nih.gov/gene/?term=59092
Mpc1	Mpc1	mitochondrial pyruvate carrier 1	55951	https://www.ncbi.nlm.nih.gov/gene/?term=55951
Phf10	Phf10	PHD finger protein 10	72057	https://www.ncbi.nlm.nih.gov/gene/?term=72057
Mrpl14	Mrpl14	mitochondrial ribosomal protein L14	68463	https://www.ncbi.nlm.nih.gov/gene/?term=68463
Slc29a1	Slc29a1	solute carrier family 29 (nucleoside transporters), member 1	63959	https://www.ncbi.nlm.nih.gov/gene/?term=63959
Hsp90ab1	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	15516	https://www.ncbi.nlm.nih.gov/gene/?term=15516
Ubr2	Ubr2	ubiquitin protein ligase E3 component n-recognin 2	224826	https://www.ncbi.nlm.nih.gov/gene/?term=224826
Pim1	Pim1	proviral integration site 1	18712	https://www.ncbi.nlm.nih.gov/gene/?term=18712
Sik1	Sik1	salt inducible kinase 1	17691	https://www.ncbi.nlm.nih.gov/gene/?term=17691
Washc2	Washc2	WASH complex subunit 2`	28006	https://www.ncbi.nlm.nih.gov/gene/?term=28006
Abca3	Abca3	ATP-binding cassette, sub-family A (ABC1), member 3	27410	https://www.ncbi.nlm.nih.gov/gene/?term=27410
E4f1	E4f1	E4F transcription factor 1	13560	https://www.ncbi.nlm.nih.gov/gene/?term=13560
Mlst8	Mlst8	MTOR associated protein, LST8 homolog (S. cerevisiae)	56716	https://www.ncbi.nlm.nih.gov/gene/?term=56716
Sap130	Sap130	Sin3A associated protein	269003	https://www.ncbi.nlm.nih.gov/gene/?term=269003
Esco1	Esco1	establishment of sister chromatid cohesion N-acetyltransferase 1	77805	https://www.ncbi.nlm.nih.gov/gene/?term=77805
Tapbp	Tapbp	TAP binding protein	21356	https://www.ncbi.nlm.nih.gov/gene/?term=21356
Pfdn6	Pfdn6	prefoldin subunit 6	14976	https://www.ncbi.nlm.nih.gov/gene/?term=14976
Ring1	Ring1	ring finger protein 1	19763	https://www.ncbi.nlm.nih.gov/gene/?term=19763
Slc39a7	Slc39a7	solute carrier family 39 (zinc transporter), member 7	14977	https://www.ncbi.nlm.nih.gov/gene/?term=14977
Brd2	Brd2	bromodomain containing 2	14312	https://www.ncbi.nlm.nih.gov/gene/?term=14312
Gnl1	Gnl1	guanine nucleotide binding protein-like 1	14670	https://www.ncbi.nlm.nih.gov/gene/?term=14670
Ap3s1	Ap3s1	adaptor-related protein complex 3, sigma 1 subunit	11777	https://www.ncbi.nlm.nih.gov/gene/?term=11777
Txnl1	Txnl1	thioredoxin-like 1	53382	https://www.ncbi.nlm.nih.gov/gene/?term=53382
Ehd1	Ehd1	EH-domain containing 1	13660	https://www.ncbi.nlm.nih.gov/gene/?term=13660
Rcl1	Rcl1	RNA terminal phosphate cyclase-like 1	59028	https://www.ncbi.nlm.nih.gov/gene/?term=59028
Frmd8	Frmd8	FERM domain containing 8	67457	https://www.ncbi.nlm.nih.gov/gene/?term=67457
Slc25a45	Slc25a45	solute carrier family 25, member 45	107375	https://www.ncbi.nlm.nih.gov/gene/?term=107375
Gldc	Gldc	glycine decarboxylase	104174	https://www.ncbi.nlm.nih.gov/gene/?term=104174
Chka	Chka	choline kinase alpha	12660	https://www.ncbi.nlm.nih.gov/gene/?term=12660
Cdk2ap2	Cdk2ap2	CDK2-associated protein 2	52004	https://www.ncbi.nlm.nih.gov/gene/?term=52004
Cabp2	Cabp2	calcium binding protein 2	29866	https://www.ncbi.nlm.nih.gov/gene/?term=29866
Klc2	Klc2	kinesin light chain 2	16594	https://www.ncbi.nlm.nih.gov/gene/?term=16594
Rab1b	Rab1b	RAB1B, member RAS oncogene family	76308	https://www.ncbi.nlm.nih.gov/gene/?term=76308
Doc2g	Doc2g	double C2, gamma	60425	https://www.ncbi.nlm.nih.gov/gene/?term=60425
Yif1a	Yif1a	Yip1 interacting factor homolog A (S. cerevisiae)	68090	https://www.ncbi.nlm.nih.gov/gene/?term=68090
Pcx	Pcx	pyruvate carboxylase	18563	https://www.ncbi.nlm.nih.gov/gene/?term=18563
Minpp1	Minpp1	multiple inositol polyphosphate histidine phosphatase 1	17330	https://www.ncbi.nlm.nih.gov/gene/?term=17330
Cpt1a	Cpt1a	carnitine palmitoyltransferase 1a, liver	12894	https://www.ncbi.nlm.nih.gov/gene/?term=12894
Lrp5	Lrp5	low density lipoprotein receptor-related protein 5	16973	https://www.ncbi.nlm.nih.gov/gene/?term=16973
Smarca2	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	67155	https://www.ncbi.nlm.nih.gov/gene/?term=67155
Rnaseh2c	Rnaseh2c	ribonuclease H2, subunit C	68209	https://www.ncbi.nlm.nih.gov/gene/?term=68209
Kat5	Kat5	K(lysine) acetyltransferase 5	81601	https://www.ncbi.nlm.nih.gov/gene/?term=81601
Rela	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19697	https://www.ncbi.nlm.nih.gov/gene/?term=19697
Prdx5	Prdx5	peroxiredoxin 5	54683	https://www.ncbi.nlm.nih.gov/gene/?term=54683
Esrra	Esrra	estrogen related receptor, alpha	26379	https://www.ncbi.nlm.nih.gov/gene/?term=26379
Plcb3	Plcb3	phospholipase C, beta 3	18797	https://www.ncbi.nlm.nih.gov/gene/?term=18797
Vegfb	Vegfb	vascular endothelial growth factor B	22340	https://www.ncbi.nlm.nih.gov/gene/?term=22340
Dnajc4	Dnajc4	DnaJ heat shock protein family (Hsp40) member C4	57431	https://www.ncbi.nlm.nih.gov/gene/?term=57431
Sorbs1	Sorbs1	sorbin and SH3 domain containing 1	20411	https://www.ncbi.nlm.nih.gov/gene/?term=20411
Mxi1	Mxi1	MAX interactor 1, dimerization protein	17859	https://www.ncbi.nlm.nih.gov/gene/?term=17859
Trim8	Trim8	tripartite motif-containing 8	93679	https://www.ncbi.nlm.nih.gov/gene/?term=93679
Gfra1	Gfra1	glial cell line derived neurotrophic factor family receptor alpha 1	14585	https://www.ncbi.nlm.nih.gov/gene/?term=14585
Gcgr	Gcgr	glucagon receptor	14527	https://www.ncbi.nlm.nih.gov/gene/?term=14527
P4hb	P4hb	prolyl 4-hydroxylase, beta polypeptide	18453	https://www.ncbi.nlm.nih.gov/gene/?term=18453
Arhgdia	Arhgdia	Rho GDP dissociation inhibitor (GDI) alpha	192662	https://www.ncbi.nlm.nih.gov/gene/?term=192662
Pcyt2	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine	68671	https://www.ncbi.nlm.nih.gov/gene/?term=68671
Sirt7	Sirt7	sirtuin 7	209011	https://www.ncbi.nlm.nih.gov/gene/?term=209011
Aspscr1	Aspscr1	alveolar soft part sarcoma chromosome region, candidate 1 (human)	68938	https://www.ncbi.nlm.nih.gov/gene/?term=68938
Got1	Got1	glutamic-oxaloacetic transaminase 1, soluble	14718	https://www.ncbi.nlm.nih.gov/gene/?term=14718
Dnmbp	Dnmbp	dynamin binding protein	71972	https://www.ncbi.nlm.nih.gov/gene/?term=71972
Sema4g	Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	26456	https://www.ncbi.nlm.nih.gov/gene/?term=26456
Fbxl15	Fbxl15	F-box and leucine-rich repeat protein 15	68431	https://www.ncbi.nlm.nih.gov/gene/?term=68431
Mfsd13a	Mfsd13a	major facilitator superfamily domain containing 13a	75146	https://www.ncbi.nlm.nih.gov/gene/?term=75146
Flnb	Flnb	filamin, beta	286940	https://www.ncbi.nlm.nih.gov/gene/?term=286940
Banp	Banp	BTG3 associated nuclear protein	53325	https://www.ncbi.nlm.nih.gov/gene/?term=53325
Mettl7b	Mettl7b	methyltransferase like 7B	71664	https://www.ncbi.nlm.nih.gov/gene/?term=71664
Itga7	Itga7	integrin alpha 7	16404	https://www.ncbi.nlm.nih.gov/gene/?term=16404
Mmp19	Mmp19	matrix metallopeptidase 19	58223	https://www.ncbi.nlm.nih.gov/gene/?term=58223
Pa2g4	Pa2g4	proliferation-associated 2G4	18813	https://www.ncbi.nlm.nih.gov/gene/?term=18813
Smarcc2	Smarcc2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	68094	https://www.ncbi.nlm.nih.gov/gene/?term=68094
Atp5b	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	11947	https://www.ncbi.nlm.nih.gov/gene/?term=11947
Atp5a1	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	11946	https://www.ncbi.nlm.nih.gov/gene/?term=11946
Cyp2e1	Cyp2e1	cytochrome P450, family 2, subfamily e, polypeptide 1	13106	https://www.ncbi.nlm.nih.gov/gene/?term=13106
Urah	Urah	urate (5-hydroxyiso-) hydrolase	76974	https://www.ncbi.nlm.nih.gov/gene/?term=76974
Ric8a	Ric8a	RIC8 guanine nucleotide exchange factor A	101489	https://www.ncbi.nlm.nih.gov/gene/?term=101489
Sirt3	Sirt3	sirtuin 3	64384	https://www.ncbi.nlm.nih.gov/gene/?term=64384
Cox8b	Cox8b	cytochrome c oxidase subunit 8B	12869	https://www.ncbi.nlm.nih.gov/gene/?term=12869
Ifitm5	Ifitm5	interferon induced transmembrane protein 5	73835	https://www.ncbi.nlm.nih.gov/gene/?term=73835
Eps8l2	Eps8l2	EPS8-like 2	98845	https://www.ncbi.nlm.nih.gov/gene/?term=98845
Tmem80	Tmem80	transmembrane protein 80	71448	https://www.ncbi.nlm.nih.gov/gene/?term=71448
Pidd1	Pidd1	p53 induced death domain protein 1	57913	https://www.ncbi.nlm.nih.gov/gene/?term=57913
Rplp2	Rplp2	ribosomal protein, large P2	67186	https://www.ncbi.nlm.nih.gov/gene/?term=67186
Pnpla2	Pnpla2	patatin-like phospholipase domain containing 2	66853	https://www.ncbi.nlm.nih.gov/gene/?term=66853
Cd151	Cd151	CD151 antigen	12476	https://www.ncbi.nlm.nih.gov/gene/?term=12476
Tspan4	Tspan4	tetraspanin 4	64540	https://www.ncbi.nlm.nih.gov/gene/?term=64540
Crcp	Crcp	calcitonin gene-related peptide-receptor component protein	12909	https://www.ncbi.nlm.nih.gov/gene/?term=12909
Asl	Asl	argininosuccinate lyase	109900	https://www.ncbi.nlm.nih.gov/gene/?term=109900
Phkg1	Phkg1	phosphorylase kinase gamma 1	18682	https://www.ncbi.nlm.nih.gov/gene/?term=18682
Cbx2	Cbx2	chromobox 2	12416	https://www.ncbi.nlm.nih.gov/gene/?term=12416
Cbx8	Cbx8	chromobox 8	30951	https://www.ncbi.nlm.nih.gov/gene/?term=30951
Ccdc51	Ccdc51	coiled-coil domain containing 51	66658	https://www.ncbi.nlm.nih.gov/gene/?term=66658
Atrip	Atrip	ATR interacting protein	235610	https://www.ncbi.nlm.nih.gov/gene/?term=235610
Mettl26	Mettl26	methyltransferase like 26	68347	https://www.ncbi.nlm.nih.gov/gene/?term=68347
Mcrip2	Mcrip2	MAPK regulated corepressor interacting protein 2	68241	https://www.ncbi.nlm.nih.gov/gene/?term=68241
Slc25a10	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10	27376	https://www.ncbi.nlm.nih.gov/gene/?term=27376
Hgs	Hgs	HGF-regulated tyrosine kinase substrate	15239	https://www.ncbi.nlm.nih.gov/gene/?term=15239
Pard3	Pard3	par-3 family cell polarity regulator	93742	https://www.ncbi.nlm.nih.gov/gene/?term=93742
Kansl1l	Kansl1l	KAT8 regulatory NSL complex subunit 1-like	68691	https://www.ncbi.nlm.nih.gov/gene/?term=68691
Ctdsp1	Ctdsp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	227292	https://www.ncbi.nlm.nih.gov/gene/?term=227292
Slc11a1	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	18173	https://www.ncbi.nlm.nih.gov/gene/?term=18173
Pecr	Pecr	peroxisomal trans-2-enoyl-CoA reductase	111175	https://www.ncbi.nlm.nih.gov/gene/?term=111175
Ptma	Ptma	prothymosin alpha	19231	https://www.ncbi.nlm.nih.gov/gene/?term=19231
Rnpepl1	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1	108657	https://www.ncbi.nlm.nih.gov/gene/?term=108657
Gin1	Gin1	gypsy retrotransposon integrase 1	252876	https://www.ncbi.nlm.nih.gov/gene/?term=252876
Slc35f5	Slc35f5	solute carrier family 35, member F5	74150	https://www.ncbi.nlm.nih.gov/gene/?term=74150
Nr5a2	Nr5a2	nuclear receptor subfamily 5, group A, member 2	26424	https://www.ncbi.nlm.nih.gov/gene/?term=26424
Pigr	Pigr	polymeric immunoglobulin receptor	18703	https://www.ncbi.nlm.nih.gov/gene/?term=18703
Slc45a3	Slc45a3	solute carrier family 45, member 3	212980	https://www.ncbi.nlm.nih.gov/gene/?term=212980
Cyb5r1	Cyb5r1	cytochrome b5 reductase 1	72017	https://www.ncbi.nlm.nih.gov/gene/?term=72017
Adipor1	Adipor1	adiponectin receptor 1	72674	https://www.ncbi.nlm.nih.gov/gene/?term=72674
Cox20	Cox20	cytochrome c oxidase assembly protein 20	66359	https://www.ncbi.nlm.nih.gov/gene/?term=66359
Sdccag8	Sdccag8	serologically defined colon cancer antigen 8	76816	https://www.ncbi.nlm.nih.gov/gene/?term=76816
Fh1	Fh1	fumarate hydratase 1	14194	https://www.ncbi.nlm.nih.gov/gene/?term=14194
Mpzl1	Mpzl1	myelin protein zero-like 1	68481	https://www.ncbi.nlm.nih.gov/gene/?term=68481
Mpc2	Mpc2	mitochondrial pyruvate carrier 2	70456	https://www.ncbi.nlm.nih.gov/gene/?term=70456
