userId	geneSymbol	geneName	entrezgene	gLink
Derl1	Derl1	Der1-like domain family, member 1	67819	https://www.ncbi.nlm.nih.gov/gene/?term=67819
Deptor	Deptor	DEP domain containing MTOR-interacting protein	97998	https://www.ncbi.nlm.nih.gov/gene/?term=97998
Slc38a2	Slc38a2	solute carrier family 38, member 2	67760	https://www.ncbi.nlm.nih.gov/gene/?term=67760
Slc38a4	Slc38a4	solute carrier family 38, member 4	69354	https://www.ncbi.nlm.nih.gov/gene/?term=69354
Aco2	Aco2	aconitase 2, mitochondrial	11429	https://www.ncbi.nlm.nih.gov/gene/?term=11429
Mgrn1	Mgrn1	mahogunin, ring finger 1	17237	https://www.ncbi.nlm.nih.gov/gene/?term=17237
Adck5	Adck5	aarF domain containing kinase 5	268822	https://www.ncbi.nlm.nih.gov/gene/?term=268822
Cyc1	Cyc1	cytochrome c-1	66445	https://www.ncbi.nlm.nih.gov/gene/?term=66445
Sharpin	Sharpin	SHANK-associated RH domain interacting protein	106025	https://www.ncbi.nlm.nih.gov/gene/?term=106025
Maf1	Maf1	MAF1 homolog, negative regulator of RNA polymerase III	68877	https://www.ncbi.nlm.nih.gov/gene/?term=68877
Oplah	Oplah	5-oxoprolinase (ATP-hydrolysing)	75475	https://www.ncbi.nlm.nih.gov/gene/?term=75475
Pycrl	Pycrl	pyrroline-5-carboxylate reductase-like	66194	https://www.ncbi.nlm.nih.gov/gene/?term=66194
Naprt	Naprt	nicotinate phosphoribosyltransferase	223646	https://www.ncbi.nlm.nih.gov/gene/?term=223646
Mapk12	Mapk12	mitogen-activated protein kinase 12	29857	https://www.ncbi.nlm.nih.gov/gene/?term=29857
Gbe1	Gbe1	glucan (1,4-alpha-), branching enzyme 1	74185	https://www.ncbi.nlm.nih.gov/gene/?term=74185
Tomm70a	Tomm70a	translocase of outer mitochondrial membrane 70A	28185	https://www.ncbi.nlm.nih.gov/gene/?term=28185
Nr1i2	Nr1i2	nuclear receptor subfamily 1, group I, member 2	18171	https://www.ncbi.nlm.nih.gov/gene/?term=18171
Hgd	Hgd	homogentisate 1, 2-dioxygenase	15233	https://www.ncbi.nlm.nih.gov/gene/?term=15233
Ap2m1	Ap2m1	adaptor-related protein complex 2, mu 1 subunit	11773	https://www.ncbi.nlm.nih.gov/gene/?term=11773
Clcn2	Clcn2	chloride channel, voltage-sensitive 2	12724	https://www.ncbi.nlm.nih.gov/gene/?term=12724
Eif4a2	Eif4a2	eukaryotic translation initiation factor 4A2	13682	https://www.ncbi.nlm.nih.gov/gene/?term=13682
Lima1	Lima1	LIM domain and actin binding 1	65970	https://www.ncbi.nlm.nih.gov/gene/?term=65970
Cpn2	Cpn2	carboxypeptidase N, polypeptide 2	71756	https://www.ncbi.nlm.nih.gov/gene/?term=71756
Il15ra	Il15ra	interleukin 15 receptor, alpha chain	16169	https://www.ncbi.nlm.nih.gov/gene/?term=16169
Trip6	Trip6	thyroid hormone receptor interactor 6	22051	https://www.ncbi.nlm.nih.gov/gene/?term=22051
Slc29a1	Slc29a1	solute carrier family 29 (nucleoside transporters), member 1	63959	https://www.ncbi.nlm.nih.gov/gene/?term=63959
Hsp90ab1	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	15516	https://www.ncbi.nlm.nih.gov/gene/?term=15516
Gtpbp2	Gtpbp2	GTP binding protein 2	56055	https://www.ncbi.nlm.nih.gov/gene/?term=56055
Rsph9	Rsph9	radial spoke head 9 homolog (Chlamydomonas)	75564	https://www.ncbi.nlm.nih.gov/gene/?term=75564
Sik1	Sik1	salt inducible kinase 1	17691	https://www.ncbi.nlm.nih.gov/gene/?term=17691
Prkd3	Prkd3	protein kinase D3	75292	https://www.ncbi.nlm.nih.gov/gene/?term=75292
Man2a1	Man2a1	mannosidase 2, alpha 1	17158	https://www.ncbi.nlm.nih.gov/gene/?term=17158
Ndufv2	Ndufv2	NADH:ubiquinone oxidoreductase core subunit V2	72900	https://www.ncbi.nlm.nih.gov/gene/?term=72900
Tedc2	Tedc2	tubulin epsilon and delta complex 2	72016	https://www.ncbi.nlm.nih.gov/gene/?term=72016
E4f1	E4f1	E4F transcription factor 1	13560	https://www.ncbi.nlm.nih.gov/gene/?term=13560
Mlst8	Mlst8	MTOR associated protein, LST8 homolog (S. cerevisiae)	56716	https://www.ncbi.nlm.nih.gov/gene/?term=56716
Plin3	Plin3	perilipin 3	66905	https://www.ncbi.nlm.nih.gov/gene/?term=66905
Snrpc	Snrpc	U1 small nuclear ribonucleoprotein C	20630	https://www.ncbi.nlm.nih.gov/gene/?term=20630
Cul2	Cul2	cullin 2	71745	https://www.ncbi.nlm.nih.gov/gene/?term=71745
Sap130	Sap130	Sin3A associated protein	269003	https://www.ncbi.nlm.nih.gov/gene/?term=269003
Tapbp	Tapbp	TAP binding protein	21356	https://www.ncbi.nlm.nih.gov/gene/?term=21356
Pfdn6	Pfdn6	prefoldin subunit 6	14976	https://www.ncbi.nlm.nih.gov/gene/?term=14976
Brd2	Brd2	bromodomain containing 2	14312	https://www.ncbi.nlm.nih.gov/gene/?term=14312
Hspa9	Hspa9	heat shock protein 9	15526	https://www.ncbi.nlm.nih.gov/gene/?term=15526
Proc	Proc	protein C	19123	https://www.ncbi.nlm.nih.gov/gene/?term=19123
Csnk2b	Csnk2b	casein kinase 2, beta polypeptide	13001	https://www.ncbi.nlm.nih.gov/gene/?term=13001
Apom	Apom	apolipoprotein M	55938	https://www.ncbi.nlm.nih.gov/gene/?term=55938
Bag6	Bag6	BCL2-associated athanogene 6	224727	https://www.ncbi.nlm.nih.gov/gene/?term=224727
Npc1	Npc1	NPC intracellular cholesterol transporter 1	18145	https://www.ncbi.nlm.nih.gov/gene/?term=18145
Ankhd1	Ankhd1	ankyrin repeat and KH domain containing 1	108857	https://www.ncbi.nlm.nih.gov/gene/?term=108857
Fth1	Fth1	ferritin heavy polypeptide 1	14319	https://www.ncbi.nlm.nih.gov/gene/?term=14319
Ehd1	Ehd1	EH-domain containing 1	13660	https://www.ncbi.nlm.nih.gov/gene/?term=13660
Lipa	Lipa	lysosomal acid lipase A	16889	https://www.ncbi.nlm.nih.gov/gene/?term=16889
Ak3	Ak3	adenylate kinase 3	56248	https://www.ncbi.nlm.nih.gov/gene/?term=56248
Rcl1	Rcl1	RNA terminal phosphate cyclase-like 1	59028	https://www.ncbi.nlm.nih.gov/gene/?term=59028
Zfpl1	Zfpl1	zinc finger like protein 1	81909	https://www.ncbi.nlm.nih.gov/gene/?term=81909
Vps51	Vps51	VPS51 GARP complex subunit	68505	https://www.ncbi.nlm.nih.gov/gene/?term=68505
Tm7sf2	Tm7sf2	transmembrane 7 superfamily member 2	73166	https://www.ncbi.nlm.nih.gov/gene/?term=73166
Syvn1	Syvn1	synovial apoptosis inhibitor 1, synoviolin	74126	https://www.ncbi.nlm.nih.gov/gene/?term=74126
Dpf2	Dpf2	D4, zinc and double PHD fingers family 2	19708	https://www.ncbi.nlm.nih.gov/gene/?term=19708
Gldc	Gldc	glycine decarboxylase	104174	https://www.ncbi.nlm.nih.gov/gene/?term=104174
Pola2	Pola2	polymerase (DNA directed), alpha 2	18969	https://www.ncbi.nlm.nih.gov/gene/?term=18969
Pcx	Pcx	pyruvate carboxylase	18563	https://www.ncbi.nlm.nih.gov/gene/?term=18563
Cpt1a	Cpt1a	carnitine palmitoyltransferase 1a, liver	12894	https://www.ncbi.nlm.nih.gov/gene/?term=12894
Smarca2	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	67155	https://www.ncbi.nlm.nih.gov/gene/?term=67155
Rnaseh2c	Rnaseh2c	ribonuclease H2, subunit C	68209	https://www.ncbi.nlm.nih.gov/gene/?term=68209
Kat5	Kat5	K(lysine) acetyltransferase 5	81601	https://www.ncbi.nlm.nih.gov/gene/?term=81601
Rela	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19697	https://www.ncbi.nlm.nih.gov/gene/?term=19697
Capn1	Capn1	calpain 1	12333	https://www.ncbi.nlm.nih.gov/gene/?term=12333
Plcb3	Plcb3	phospholipase C, beta 3	18797	https://www.ncbi.nlm.nih.gov/gene/?term=18797
Vegfb	Vegfb	vascular endothelial growth factor B	22340	https://www.ncbi.nlm.nih.gov/gene/?term=22340
Dnajc4	Dnajc4	DnaJ heat shock protein family (Hsp40) member C4	57431	https://www.ncbi.nlm.nih.gov/gene/?term=57431
Hhex	Hhex	hematopoietically expressed homeobox	15242	https://www.ncbi.nlm.nih.gov/gene/?term=15242
Mxi1	Mxi1	MAX interactor 1, dimerization protein	17859	https://www.ncbi.nlm.nih.gov/gene/?term=17859
Gfra1	Gfra1	glial cell line derived neurotrophic factor family receptor alpha 1	14585	https://www.ncbi.nlm.nih.gov/gene/?term=14585
Gcgr	Gcgr	glucagon receptor	14527	https://www.ncbi.nlm.nih.gov/gene/?term=14527
P4hb	P4hb	prolyl 4-hydroxylase, beta polypeptide	18453	https://www.ncbi.nlm.nih.gov/gene/?term=18453
Arhgdia	Arhgdia	Rho GDP dissociation inhibitor (GDI) alpha	192662	https://www.ncbi.nlm.nih.gov/gene/?term=192662
Pcyt2	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine	68671	https://www.ncbi.nlm.nih.gov/gene/?term=68671
Sirt7	Sirt7	sirtuin 7	209011	https://www.ncbi.nlm.nih.gov/gene/?term=209011
Aspscr1	Aspscr1	alveolar soft part sarcoma chromosome region, candidate 1 (human)	68938	https://www.ncbi.nlm.nih.gov/gene/?term=68938
Got1	Got1	glutamic-oxaloacetic transaminase 1, soluble	14718	https://www.ncbi.nlm.nih.gov/gene/?term=14718
Abcc2	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	12780	https://www.ncbi.nlm.nih.gov/gene/?term=12780
Dnmbp	Dnmbp	dynamin binding protein	71972	https://www.ncbi.nlm.nih.gov/gene/?term=71972
Cpn1	Cpn1	carboxypeptidase N, polypeptide 1	93721	https://www.ncbi.nlm.nih.gov/gene/?term=93721
Erlin1	Erlin1	ER lipid raft associated 1	226144	https://www.ncbi.nlm.nih.gov/gene/?term=226144
Apex2	Apex2	apurinic/apyrimidinic endonuclease 2	77622	https://www.ncbi.nlm.nih.gov/gene/?term=77622
Pfkfb1	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	18639	https://www.ncbi.nlm.nih.gov/gene/?term=18639
Banp	Banp	BTG3 associated nuclear protein	53325	https://www.ncbi.nlm.nih.gov/gene/?term=53325
Mettl7b	Mettl7b	methyltransferase like 7B	71664	https://www.ncbi.nlm.nih.gov/gene/?term=71664
Itga7	Itga7	integrin alpha 7	16404	https://www.ncbi.nlm.nih.gov/gene/?term=16404
Mmp19	Mmp19	matrix metallopeptidase 19	58223	https://www.ncbi.nlm.nih.gov/gene/?term=58223
Pa2g4	Pa2g4	proliferation-associated 2G4	18813	https://www.ncbi.nlm.nih.gov/gene/?term=18813
Atp5b	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	11947	https://www.ncbi.nlm.nih.gov/gene/?term=11947
Cyp2e1	Cyp2e1	cytochrome P450, family 2, subfamily e, polypeptide 1	13106	https://www.ncbi.nlm.nih.gov/gene/?term=13106
Urah	Urah	urate (5-hydroxyiso-) hydrolase	76974	https://www.ncbi.nlm.nih.gov/gene/?term=76974
Ric8a	Ric8a	RIC8 guanine nucleotide exchange factor A	101489	https://www.ncbi.nlm.nih.gov/gene/?term=101489
Sirt3	Sirt3	sirtuin 3	64384	https://www.ncbi.nlm.nih.gov/gene/?term=64384
Cox8b	Cox8b	cytochrome c oxidase subunit 8B	12869	https://www.ncbi.nlm.nih.gov/gene/?term=12869
Ifitm5	Ifitm5	interferon induced transmembrane protein 5	73835	https://www.ncbi.nlm.nih.gov/gene/?term=73835
Eps8l2	Eps8l2	EPS8-like 2	98845	https://www.ncbi.nlm.nih.gov/gene/?term=98845
Tmem80	Tmem80	transmembrane protein 80	71448	https://www.ncbi.nlm.nih.gov/gene/?term=71448
Pidd1	Pidd1	p53 induced death domain protein 1	57913	https://www.ncbi.nlm.nih.gov/gene/?term=57913
Pnpla2	Pnpla2	patatin-like phospholipase domain containing 2	66853	https://www.ncbi.nlm.nih.gov/gene/?term=66853
Cd151	Cd151	CD151 antigen	12476	https://www.ncbi.nlm.nih.gov/gene/?term=12476
Tspan4	Tspan4	tetraspanin 4	64540	https://www.ncbi.nlm.nih.gov/gene/?term=64540
Crcp	Crcp	calcitonin gene-related peptide-receptor component protein	12909	https://www.ncbi.nlm.nih.gov/gene/?term=12909
Asl	Asl	argininosuccinate lyase	109900	https://www.ncbi.nlm.nih.gov/gene/?term=109900
Phkg1	Phkg1	phosphorylase kinase gamma 1	18682	https://www.ncbi.nlm.nih.gov/gene/?term=18682
Tm9sf2	Tm9sf2	transmembrane 9 superfamily member 2	68059	https://www.ncbi.nlm.nih.gov/gene/?term=68059
Mettl26	Mettl26	methyltransferase like 26	68347	https://www.ncbi.nlm.nih.gov/gene/?term=68347
Mcrip2	Mcrip2	MAPK regulated corepressor interacting protein 2	68241	https://www.ncbi.nlm.nih.gov/gene/?term=68241
Slc25a10	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10	27376	https://www.ncbi.nlm.nih.gov/gene/?term=27376
Hgs	Hgs	HGF-regulated tyrosine kinase substrate	15239	https://www.ncbi.nlm.nih.gov/gene/?term=15239
Xiap	Xiap	X-linked inhibitor of apoptosis	11798	https://www.ncbi.nlm.nih.gov/gene/?term=11798
Tram1	Tram1	translocating chain-associating membrane protein 1	72265	https://www.ncbi.nlm.nih.gov/gene/?term=72265
Kansl1l	Kansl1l	KAT8 regulatory NSL complex subunit 1-like	68691	https://www.ncbi.nlm.nih.gov/gene/?term=68691
Raph1	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	77300	https://www.ncbi.nlm.nih.gov/gene/?term=77300
Sema4c	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	20353	https://www.ncbi.nlm.nih.gov/gene/?term=20353
Ctdsp1	Ctdsp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	227292	https://www.ncbi.nlm.nih.gov/gene/?term=227292
Slc11a1	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	18173	https://www.ncbi.nlm.nih.gov/gene/?term=18173
Pecr	Pecr	peroxisomal trans-2-enoyl-CoA reductase	111175	https://www.ncbi.nlm.nih.gov/gene/?term=111175
Cln8	Cln8	ceroid-lipofuscinosis, neuronal 8	26889	https://www.ncbi.nlm.nih.gov/gene/?term=26889
Gin1	Gin1	gypsy retrotransposon integrase 1	252876	https://www.ncbi.nlm.nih.gov/gene/?term=252876
Cfh	Cfh	complement component factor h	12628	https://www.ncbi.nlm.nih.gov/gene/?term=12628
Nucks1	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1	98415	https://www.ncbi.nlm.nih.gov/gene/?term=98415
Slc45a3	Slc45a3	solute carrier family 45, member 3	212980	https://www.ncbi.nlm.nih.gov/gene/?term=212980
Glul	Glul	glutamate-ammonia ligase (glutamine synthetase)	14645	https://www.ncbi.nlm.nih.gov/gene/?term=14645
Fh1	Fh1	fumarate hydratase 1	14194	https://www.ncbi.nlm.nih.gov/gene/?term=14194
Mpc2	Mpc2	mitochondrial pyruvate carrier 2	70456	https://www.ncbi.nlm.nih.gov/gene/?term=70456
F5	F5	coagulation factor V	14067	https://www.ncbi.nlm.nih.gov/gene/?term=14067
Cfap126	Cfap126	cilia and flagella associated protein 126	75472	https://www.ncbi.nlm.nih.gov/gene/?term=75472
Phyh	Phyh	phytanoyl-CoA hydroxylase	16922	https://www.ncbi.nlm.nih.gov/gene/?term=16922
Ucma	Ucma	upper zone of growth plate and cartilage matrix associated	68527	https://www.ncbi.nlm.nih.gov/gene/?term=68527
Mcm10	Mcm10	minichromosome maintenance 10 replication initiation factor	70024	https://www.ncbi.nlm.nih.gov/gene/?term=70024
Serpinc1	Serpinc1	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1	11905	https://www.ncbi.nlm.nih.gov/gene/?term=11905
Mllt10	Mllt10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	17354	https://www.ncbi.nlm.nih.gov/gene/?term=17354
Acbd5	Acbd5	acyl-Coenzyme A binding domain containing 5	74159	https://www.ncbi.nlm.nih.gov/gene/?term=74159
Pkn3	Pkn3	protein kinase N3	263803	https://www.ncbi.nlm.nih.gov/gene/?term=263803
Slc2a8	Slc2a8	solute carrier family 2, (facilitated glucose transporter), member 8	56017	https://www.ncbi.nlm.nih.gov/gene/?term=56017
Lrsam1	Lrsam1	leucine rich repeat and sterile alpha motif containing 1	227738	https://www.ncbi.nlm.nih.gov/gene/?term=227738
Ptges2	Ptges2	prostaglandin E synthase 2	96979	https://www.ncbi.nlm.nih.gov/gene/?term=96979
Lcn2	Lcn2	lipocalin 2	16819	https://www.ncbi.nlm.nih.gov/gene/?term=16819
Kynu	Kynu	kynureninase	70789	https://www.ncbi.nlm.nih.gov/gene/?term=70789
Psmd5	Psmd5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	66998	https://www.ncbi.nlm.nih.gov/gene/?term=66998
Cutal	Cutal	cutA divalent cation tolerance homolog-like	77996	https://www.ncbi.nlm.nih.gov/gene/?term=77996
Agpat2	Agpat2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	67512	https://www.ncbi.nlm.nih.gov/gene/?term=67512
Notch1	Notch1	notch 1	18128	https://www.ncbi.nlm.nih.gov/gene/?term=18128
Slc43a1	Slc43a1	solute carrier family 43, member 1	72401	https://www.ncbi.nlm.nih.gov/gene/?term=72401
Timm10	Timm10	translocase of inner mitochondrial membrane 10	30059	https://www.ncbi.nlm.nih.gov/gene/?term=30059
Ube2l6	Ube2l6	ubiquitin-conjugating enzyme E2L 6	56791	https://www.ncbi.nlm.nih.gov/gene/?term=56791
Fastkd1	Fastkd1	FAST kinase domains 1	320720	https://www.ncbi.nlm.nih.gov/gene/?term=320720
Sp3	Sp3	trans-acting transcription factor 3	20687	https://www.ncbi.nlm.nih.gov/gene/?term=20687
Slc12a6	Slc12a6	solute carrier family 12, member 6	107723	https://www.ncbi.nlm.nih.gov/gene/?term=107723
Caprin1	Caprin1	cell cycle associated protein 1	53872	https://www.ncbi.nlm.nih.gov/gene/?term=53872
Cat	Cat	catalase	12359	https://www.ncbi.nlm.nih.gov/gene/?term=12359
Sord	Sord	sorbitol dehydrogenase	20322	https://www.ncbi.nlm.nih.gov/gene/?term=20322
Adal	Adal	adenosine deaminase-like	75894	https://www.ncbi.nlm.nih.gov/gene/?term=75894
Slc27a2	Slc27a2	solute carrier family 27 (fatty acid transporter), member 2	26458	https://www.ncbi.nlm.nih.gov/gene/?term=26458
Sppl2a	Sppl2a	signal peptide peptidase like 2A	66552	https://www.ncbi.nlm.nih.gov/gene/?term=66552
Snx5	Snx5	sorting nexin 5	69178	https://www.ncbi.nlm.nih.gov/gene/?term=69178
Mgme1	Mgme1	mitochondrial genome maintenance exonuclease 1	74528	https://www.ncbi.nlm.nih.gov/gene/?term=74528
Ahcy	Ahcy	S-adenosylhomocysteine hydrolase	269378	https://www.ncbi.nlm.nih.gov/gene/?term=269378
Itch	Itch	itchy, E3 ubiquitin protein ligase	16396	https://www.ncbi.nlm.nih.gov/gene/?term=16396
Dclre1b	Dclre1b	DNA cross-link repair 1B	140917	https://www.ncbi.nlm.nih.gov/gene/?term=140917
Hmgcs2	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	15360	https://www.ncbi.nlm.nih.gov/gene/?term=15360
Ampd2	Ampd2	adenosine monophosphate deaminase 2	109674	https://www.ncbi.nlm.nih.gov/gene/?term=109674
Crtc2	Crtc2	CREB regulated transcription coactivator 2	74343	https://www.ncbi.nlm.nih.gov/gene/?term=74343
Hax1	Hax1	HCLS1 associated X-1	23897	https://www.ncbi.nlm.nih.gov/gene/?term=23897
Slc50a1	Slc50a1	solute carrier family 50 (sugar transporter), member 1	19729	https://www.ncbi.nlm.nih.gov/gene/?term=19729
Efna1	Efna1	ephrin A1	13636	https://www.ncbi.nlm.nih.gov/gene/?term=13636
Rnpc3	Rnpc3	RNA-binding region (RNP1, RRM) containing 3	67225	https://www.ncbi.nlm.nih.gov/gene/?term=67225
Fubp1	Fubp1	far upstream element (FUSE) binding protein 1	51886	https://www.ncbi.nlm.nih.gov/gene/?term=51886
Dnajb4	Dnajb4	DnaJ heat shock protein family (Hsp40) member B4	67035	https://www.ncbi.nlm.nih.gov/gene/?term=67035
Pmf1	Pmf1	polyamine-modulated factor 1	67037	https://www.ncbi.nlm.nih.gov/gene/?term=67037
Rps3a1	Rps3a1	ribosomal protein S3A1	20091	https://www.ncbi.nlm.nih.gov/gene/?term=20091
Rwdd3	Rwdd3	RWD domain containing 3	66568	https://www.ncbi.nlm.nih.gov/gene/?term=66568
Mttp	Mttp	microsomal triglyceride transfer protein	17777	https://www.ncbi.nlm.nih.gov/gene/?term=17777
Cisd2	Cisd2	CDGSH iron sulfur domain 2	67006	https://www.ncbi.nlm.nih.gov/gene/?term=67006
Enho	Enho	energy homeostasis associated	69638	https://www.ncbi.nlm.nih.gov/gene/?term=69638
Pigo	Pigo	phosphatidylinositol glycan anchor biosynthesis, class O	56703	https://www.ncbi.nlm.nih.gov/gene/?term=56703
Stoml2	Stoml2	stomatin (Epb7.2)-like 2	66592	https://www.ncbi.nlm.nih.gov/gene/?term=66592
Cd72	Cd72	CD72 antigen	12517	https://www.ncbi.nlm.nih.gov/gene/?term=12517
Tln1	Tln1	talin 1	21894	https://www.ncbi.nlm.nih.gov/gene/?term=21894
Creb3	Creb3	cAMP responsive element binding protein 3	12913	https://www.ncbi.nlm.nih.gov/gene/?term=12913
Pum1	Pum1	pumilio RNA-binding family member 1	80912	https://www.ncbi.nlm.nih.gov/gene/?term=80912
Echdc2	Echdc2	enoyl Coenzyme A hydratase domain containing 2	52430	https://www.ncbi.nlm.nih.gov/gene/?term=52430
Scp2	Scp2	sterol carrier protein 2, liver	20280	https://www.ncbi.nlm.nih.gov/gene/?term=20280
P3h1	P3h1	prolyl 3-hydroxylase 1	56401	https://www.ncbi.nlm.nih.gov/gene/?term=56401
Plk3	Plk3	polo like kinase 3	12795	https://www.ncbi.nlm.nih.gov/gene/?term=12795
Prdx1	Prdx1	peroxiredoxin 1	18477	https://www.ncbi.nlm.nih.gov/gene/?term=18477
Akr1a1	Akr1a1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	58810	https://www.ncbi.nlm.nih.gov/gene/?term=58810
Aldh4a1	Aldh4a1	aldehyde dehydrogenase 4 family, member A1	212647	https://www.ncbi.nlm.nih.gov/gene/?term=212647
Akr7a5	Akr7a5	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	110198	https://www.ncbi.nlm.nih.gov/gene/?term=110198
Alpl	Alpl	alkaline phosphatase, liver/bone/kidney	11647	https://www.ncbi.nlm.nih.gov/gene/?term=11647
Ak2	Ak2	adenylate kinase 2	11637	https://www.ncbi.nlm.nih.gov/gene/?term=11637
Syf2	Syf2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	68592	https://www.ncbi.nlm.nih.gov/gene/?term=68592
Tmem50a	Tmem50a	transmembrane protein 50A	71817	https://www.ncbi.nlm.nih.gov/gene/?term=71817
Yrdc	Yrdc	yrdC domain containing (E.coli)	230734	https://www.ncbi.nlm.nih.gov/gene/?term=230734
Rcc1	Rcc1	regulator of chromosome condensation 1	100088	https://www.ncbi.nlm.nih.gov/gene/?term=100088
Gmeb1	Gmeb1	glucocorticoid modulatory element binding protein 1	56809	https://www.ncbi.nlm.nih.gov/gene/?term=56809
Epb41	Epb41	erythrocyte membrane protein band 4.1	269587	https://www.ncbi.nlm.nih.gov/gene/?term=269587
Arhgef19	Arhgef19	Rho guanine nucleotide exchange factor (GEF) 19	213649	https://www.ncbi.nlm.nih.gov/gene/?term=213649
Park7	Park7	Parkinson disease (autosomal recessive, early onset) 7	57320	https://www.ncbi.nlm.nih.gov/gene/?term=57320
Errfi1	Errfi1	ERBB receptor feedback inhibitor 1	74155	https://www.ncbi.nlm.nih.gov/gene/?term=74155
H6pd	H6pd	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	100198	https://www.ncbi.nlm.nih.gov/gene/?term=100198
Kmt2e	Kmt2e	lysine (K)-specific methyltransferase 2E	69188	https://www.ncbi.nlm.nih.gov/gene/?term=69188
Atad3a	Atad3a	ATPase family, AAA domain containing 3A	108888	https://www.ncbi.nlm.nih.gov/gene/?term=108888
Mxra8	Mxra8	matrix-remodelling associated 8	74761	https://www.ncbi.nlm.nih.gov/gene/?term=74761
Dvl1	Dvl1	dishevelled segment polarity protein 1	13542	https://www.ncbi.nlm.nih.gov/gene/?term=13542
Cgref1	Cgref1	cell growth regulator with EF hand domain 1	68567	https://www.ncbi.nlm.nih.gov/gene/?term=68567
Khk	Khk	ketohexokinase	16548	https://www.ncbi.nlm.nih.gov/gene/?term=16548
Klb	Klb	klotho beta	83379	https://www.ncbi.nlm.nih.gov/gene/?term=83379
Ugdh	Ugdh	UDP-glucose dehydrogenase	22235	https://www.ncbi.nlm.nih.gov/gene/?term=22235
Rufy3	Rufy3	RUN and FYVE domain containing 3	52822	https://www.ncbi.nlm.nih.gov/gene/?term=52822
Ddx55	Ddx55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	67848	https://www.ncbi.nlm.nih.gov/gene/?term=67848
Tmed2	Tmed2	transmembrane p24 trafficking protein 2	56334	https://www.ncbi.nlm.nih.gov/gene/?term=56334
Rilpl1	Rilpl1	Rab interacting lysosomal protein-like 1	75695	https://www.ncbi.nlm.nih.gov/gene/?term=75695
Slc15a4	Slc15a4	solute carrier family 15, member 4	100561	https://www.ncbi.nlm.nih.gov/gene/?term=100561
Scarb2	Scarb2	scavenger receptor class B, member 2	12492	https://www.ncbi.nlm.nih.gov/gene/?term=12492
Bcl7a	Bcl7a	B cell CLL/lymphoma 7A	77045	https://www.ncbi.nlm.nih.gov/gene/?term=77045
Hpd	Hpd	4-hydroxyphenylpyruvic acid dioxygenase	15445	https://www.ncbi.nlm.nih.gov/gene/?term=15445
Psph	Psph	phosphoserine phosphatase	100678	https://www.ncbi.nlm.nih.gov/gene/?term=100678
Aldh2	Aldh2	aldehyde dehydrogenase 2, mitochondrial	11669	https://www.ncbi.nlm.nih.gov/gene/?term=11669
Acad10	Acad10	acyl-Coenzyme A dehydrogenase family, member 10	71985	https://www.ncbi.nlm.nih.gov/gene/?term=71985
Brap	Brap	BRCA1 associated protein	72399	https://www.ncbi.nlm.nih.gov/gene/?term=72399
Ep400	Ep400	E1A binding protein p400	75560	https://www.ncbi.nlm.nih.gov/gene/?term=75560
Pus1	Pus1	pseudouridine synthase 1	56361	https://www.ncbi.nlm.nih.gov/gene/?term=56361
Ulk1	Ulk1	unc-51 like kinase 1	22241	https://www.ncbi.nlm.nih.gov/gene/?term=22241
Sirt4	Sirt4	sirtuin 4	75387	https://www.ncbi.nlm.nih.gov/gene/?term=75387
Pxn	Pxn	paxillin	19303	https://www.ncbi.nlm.nih.gov/gene/?term=19303
Psmg3	Psmg3	proteasome (prosome, macropain) assembly chaperone 3	66506	https://www.ncbi.nlm.nih.gov/gene/?term=66506
2210016L21Rik	2210016L21Rik	RIKEN cDNA 2210016L21 gene	72357	https://www.ncbi.nlm.nih.gov/gene/?term=72357
Ung	Ung	uracil DNA glycosylase	22256	https://www.ncbi.nlm.nih.gov/gene/?term=22256
