#erna_AL_master_LIV Stitched Peaks
#Created from output/6h_FAST_deduped/erna_AL_master_LIV_12.5KB_STITCHED_REGION_MAP.txt
#Ranked by X6h_FAST_deduped.BAM
#Using cutoff of 18689.877 for Super-Stitched Peaks
#Created on Jan 19 2023 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X6h_FAST_deduped.BAM	stitchedPeakRank	isSuper
10_enhancer_lociStitched	chr6	55150710	55190780	10	3810	37592.188	783	1
10_enhancer_lociStitched	chr3	130501000	130524300	10	3210	37592.188	784	1
10_enhancer_lociStitched	chr5	108581900	108609720	10	3860	37592.188	785	1
10_enhancer_lociStitched	chr18	36832620	36877870	10	3570	37592.188	786	1
13_enhancer_lociStitched	chr1	72317220	72346970	13	4083	37544.151	787	1
13_enhancer_lociStitched	chr4	137492910	137523920	13	5043	37544.151	788	1
13_enhancer_lociStitched	chr5	33845730	33886460	13	4663	37544.151	789	1
13_enhancer_lociStitched	chr18	35854440	35912020	13	4413	37544.151	790	1
4_enhancer_lociStitched	chr3	135128490	135130050	4	1504	37353.206	791	1
10_enhancer_lociStitched	chr3	95184460	95194130	10	3860	37353.206	792	1
10_enhancer_lociStitched	chr5	117494310	117504580	10	3140	37353.206	793	1
10_enhancer_lociStitched	chr2	30090020	30105830	10	3790	37353.206	794	1
10_enhancer_lociStitched	chr4	139343940	139359920	10	3660	37353.206	795	1
10_enhancer_lociStitched	chr11	63797290	63816490	10	3650	37353.206	796	1
10_enhancer_lociStitched	chr9	102594210	102613640	10	4630	37353.206	797	1
10_enhancer_lociStitched	chr13	63367630	63389010	10	3780	37353.206	798	1
10_enhancer_lociStitched	chr10	127912530	127934100	10	3690	37353.206	799	1
10_enhancer_lociStitched	chr3	58587940	58610070	10	3120	37353.206	800	1
10_enhancer_lociStitched	chr6	85306510	85328720	10	3790	37353.206	801	1
10_enhancer_lociStitched	chr19	30196710	30219330	10	3250	37353.206	802	1
10_enhancer_lociStitched	chr5	123800080	123822800	10	3010	37353.206	803	1
10_enhancer_lociStitched	chr1	39630710	39653940	10	3660	37353.206	804	1
10_enhancer_lociStitched	chr17	45996220	46019480	10	3540	37353.206	805	1
10_enhancer_lociStitched	chr15	34489880	34514410	10	3700	37353.206	806	1
10_enhancer_lociStitched	chr2	165716740	165742310	10	3630	37353.206	807	1
10_enhancer_lociStitched	chr1	134144720	134170310	10	3890	37353.206	808	1
10_enhancer_lociStitched	chr13	91888870	91915490	10	4130	37353.206	809	1
10_enhancer_lociStitched	chr17	83615040	83643210	10	3070	37353.206	810	1
10_enhancer_lociStitched	chr7	3275780	3304910	10	4160	37353.206	811	1
10_enhancer_lociStitched	chr6	141574680	141604700	10	3420	37353.206	812	1
10_enhancer_lociStitched	chr10	89553120	89584260	10	3790	37353.206	813	1
10_enhancer_lociStitched	chr7	30174470	30207860	10	3700	37353.206	814	1
10_enhancer_lociStitched	chr12	71389180	71423730	10	4370	37353.206	815	1
10_enhancer_lociStitched	chr19	3706940	3745510	10	3110	37353.206	816	1
10_enhancer_lociStitched	chrX	168764030	168805380	10	4040	37353.206	817	1
10_enhancer_lociStitched	chr6	136622850	136667470	10	4040	37353.206	818	1
10_enhancer_lociStitched	chr17	8470270	8516740	10	3740	37353.206	819	1
13_enhancer_lociStitched	chr5	138065390	138093090	13	5003	37305.169	820	1
13_enhancer_lociStitched	chr13	25114510	25144540	13	5303	37305.169	821	1
13_enhancer_lociStitched	chr14	31125940	31158490	13	5613	37305.169	822	1
13_enhancer_lociStitched	chr2	143984290	144019770	13	5493	37305.169	823	1
13_enhancer_lociStitched	chr1	40195060	40240350	13	6773	37305.169	824	1
19_enhancer_lociStitched	chr4	141444980	141477680	19	8519	37247.212	825	1
15_enhancer_lociStitched	chr7	30733230	30757970	15	4985	37224.216	826	1
15_enhancer_lociStitched	chr4	62068150	62095930	15	6495	37224.216	827	1
15_enhancer_lociStitched	chr4	82404020	82431810	15	6435	37224.216	828	1
15_enhancer_lociStitched	chr5	116557390	116586240	15	5875	37224.216	829	1
15_enhancer_lociStitched	chr11	70099930	70131100	15	5085	37224.216	830	1
15_enhancer_lociStitched	chr10	69746110	69777780	15	5445	37224.216	831	1
15_enhancer_lociStitched	chr8	41556720	41588850	15	6055	37224.216	832	1
15_enhancer_lociStitched	chr4	61587810	61621600	15	7295	37224.216	833	1
15_enhancer_lociStitched	chr10	53240310	53284030	15	6605	37224.216	834	1
15_enhancer_lociStitched	chr10	127771760	127816250	15	7205	37224.216	835	1
15_enhancer_lociStitched	chr3	146260910	146316240	15	9125	37224.216	836	1
19_enhancer_lociStitched	chr7	100950230	100981790	19	7119	37049.11	837	1
19_enhancer_lociStitched	chr4	60352180	60408850	19	7749	37049.11	838	1
10_enhancer_lociStitched	chr7	44702350	44722340	10	3250	37026.114	839	1
10_enhancer_lociStitched	chr13	46103960	46124980	10	4740	37026.114	840	1
10_enhancer_lociStitched	chr6	113395800	113421640	10	4460	37026.114	841	1
10_enhancer_lociStitched	chr15	101911140	101937920	10	5440	37026.114	842	1
15_enhancer_lociStitched	chr5	124341640	124389580	15	6685	36808.718	843	1
15_enhancer_lociStitched	chr10	80735560	80778560	15	4775	36569.736	844	1
15_enhancer_lociStitched	chr12	55489990	55539840	15	5795	36569.736	845	1
10_enhancer_lociStitched	chr5	92230560	92259040	10	3660	36371.634	846	1
10_enhancer_lociStitched	chr12	99356570	99392880	10	4540	36371.634	847	1
10_enhancer_lociStitched	chr15	77781230	77818820	10	3990	36371.634	848	1
7_enhancer_lociStitched	chr1	181037890	181040730	7	2447	35722.552	849	1
6_enhancer_lociStitched	chr2	22477170	22480370	6	2836	35722.552	850	1
7_enhancer_lociStitched	chr19	32733000	32736570	7	2317	35722.552	851	1
7_enhancer_lociStitched	chr11	109539990	109544570	7	2767	35722.552	852	1
6_enhancer_lociStitched	chr6	86501600	86506850	6	3196	35722.552	853	1
7_enhancer_lociStitched	chr5	117253020	117258340	7	2727	35722.552	854	1
7_enhancer_lociStitched	chr9	44710350	44716280	7	2297	35722.552	855	1
7_enhancer_lociStitched	chr19	10160030	10166000	7	2677	35722.552	856	1
7_enhancer_lociStitched	chr7	44463320	44469840	7	3187	35722.552	857	1
6_enhancer_lociStitched	chr14	51162050	51168770	6	2686	35722.552	858	1
7_enhancer_lociStitched	chr8	125293800	125300570	7	3127	35722.552	859	1
7_enhancer_lociStitched	chr5	87481880	87489130	7	3247	35722.552	860	1
6_enhancer_lociStitched	chr17	47998060	48006210	6	2086	35722.552	861	1
7_enhancer_lociStitched	chr4	146587580	146596150	7	2777	35722.552	862	1
7_enhancer_lociStitched	chr5	28236580	28246160	7	3367	35722.552	863	1
7_enhancer_lociStitched	chr10	99097170	99107380	7	3147	35722.552	864	1
7_enhancer_lociStitched	chr17	25491200	25501460	7	2597	35722.552	865	1
7_enhancer_lociStitched	chr10	81125000	81136550	7	2787	35722.552	866	1
7_enhancer_lociStitched	chr7	36903550	36915320	7	3257	35722.552	867	1
7_enhancer_lociStitched	chr13	51999620	52011600	7	2897	35722.552	868	1
7_enhancer_lociStitched	chr4	133531750	133543890	7	2787	35722.552	869	1
7_enhancer_lociStitched	chr12	112551860	112564410	7	2807	35722.552	870	1
7_enhancer_lociStitched	chr1	170929400	170941970	7	2457	35722.552	871	1
7_enhancer_lociStitched	chr5	110945550	110958460	7	3277	35722.552	872	1
7_enhancer_lociStitched	chr2	167334560	167347490	7	2767	35722.552	873	1
7_enhancer_lociStitched	chr4	41124160	41137190	7	2387	35722.552	874	1
7_enhancer_lociStitched	chr1	164274200	164287380	7	2097	35722.552	875	1
7_enhancer_lociStitched	chr1	132053520	132067690	7	2117	35722.552	876	1
7_enhancer_lociStitched	chr4	57129700	57144140	7	3307	35722.552	877	1
7_enhancer_lociStitched	chr7	28127910	28142460	7	2037	35722.552	878	1
7_enhancer_lociStitched	chr10	68986750	69002720	7	3287	35722.552	879	1
7_enhancer_lociStitched	chr17	35737390	35754640	7	3547	35722.552	880	1
7_enhancer_lociStitched	chr9	96771160	96788420	7	2687	35722.552	881	1
7_enhancer_lociStitched	chr2	103943870	103961470	7	2917	35722.552	882	1
7_enhancer_lociStitched	chr7	138503990	138521810	7	2817	35722.552	883	1
7_enhancer_lociStitched	chr7	24963920	24982070	7	3477	35722.552	884	1
7_enhancer_lociStitched	chr15	82487530	82507300	7	3167	35722.552	885	1
7_enhancer_lociStitched	chr3	95993870	96013800	7	2217	35722.552	886	1
7_enhancer_lociStitched	chr9	115130680	115155320	7	2647	35722.552	887	1
7_enhancer_lociStitched	chr4	134988210	135014440	7	2787	35722.552	888	1
7_enhancer_lociStitched	chr8	105830050	105856950	7	3197	35722.552	889	1
7_enhancer_lociStitched	chr2	64825340	64853510	7	2867	35722.552	890	1
7_enhancer_lociStitched	chr7	45561120	45592970	7	2817	35722.552	891	1
13_enhancer_lociStitched	chr18	75110340	75156230	13	4363	35525.501	892	1
13_enhancer_lociStitched	chr13	37898910	37946060	13	4893	35401.134	893	1
13_enhancer_lociStitched	chr8	93848680	93890470	13	5983	35162.152	894	1
8_enhancer_lociStitched	chr17	48350070	48353370	8	2598	35125.759	895	1
8_enhancer_lociStitched	chr1	131453360	131456930	8	2728	35125.759	896	1
8_enhancer_lociStitched	chr8	46899010	46902630	8	2598	35125.759	897	1
8_enhancer_lociStitched	chr1	86453080	86456730	8	2498	35125.759	898	1
8_enhancer_lociStitched	chr15	38299110	38302880	8	2828	35125.759	899	1
8_enhancer_lociStitched	chr17	5043730	5047960	8	3198	35125.759	900	1
8_enhancer_lociStitched	chr19	46488110	46492350	8	2708	35125.759	901	1
8_enhancer_lociStitched	chr2	27511790	27517070	8	3518	35125.759	902	1
8_enhancer_lociStitched	chr17	80434670	80440510	8	2788	35125.759	903	1
8_enhancer_lociStitched	chr12	86843120	86849290	8	2938	35125.759	904	1
6_enhancer_lociStitched	chr9	77753130	77759600	6	2886	35125.759	905	1
8_enhancer_lociStitched	chr2	24965190	24972330	8	2498	35125.759	906	1
8_enhancer_lociStitched	chr3	90415520	90422940	8	2688	35125.759	907	1
8_enhancer_lociStitched	chr6	138115900	138124420	8	3238	35125.759	908	1
8_enhancer_lociStitched	chr7	15777830	15787000	8	2798	35125.759	909	1
8_enhancer_lociStitched	chr11	53652560	53661740	8	3058	35125.759	910	1
8_enhancer_lociStitched	chr13	4479100	4488810	8	3138	35125.759	911	1
8_enhancer_lociStitched	chr8	25056270	25066570	8	3008	35125.759	912	1
8_enhancer_lociStitched	chr6	128730810	128741350	8	2538	35125.759	913	1
8_enhancer_lociStitched	chr17	47083200	47094260	8	2778	35125.759	914	1
8_enhancer_lociStitched	chr11	98469800	98481870	8	2928	35125.759	915	1
8_enhancer_lociStitched	chr2	34760770	34773020	8	2648	35125.759	916	1
8_enhancer_lociStitched	chr7	101613790	101626460	8	2838	35125.759	917	1
8_enhancer_lociStitched	chr11	84758420	84771350	8	2768	35125.759	918	1
8_enhancer_lociStitched	chr9	35109920	35123470	8	3168	35125.759	919	1
8_enhancer_lociStitched	chr15	61855300	61869240	8	2718	35125.759	920	1
8_enhancer_lociStitched	chr7	30007910	30022060	8	3798	35125.759	921	1
8_enhancer_lociStitched	chr4	139690360	139704810	8	3068	35125.759	922	1
8_enhancer_lociStitched	chr11	51882340	51896910	8	2838	35125.759	923	1
8_enhancer_lociStitched	chr4	150931440	150946140	8	3898	35125.759	924	1
8_enhancer_lociStitched	chr2	5941350	5956370	8	2718	35125.759	925	1
8_enhancer_lociStitched	chr11	79595170	79610250	8	3558	35125.759	926	1
8_enhancer_lociStitched	chr1	133288780	133304140	8	3638	35125.759	927	1
8_enhancer_lociStitched	chr2	84626410	84642070	8	3368	35125.759	928	1
8_enhancer_lociStitched	chr13	63025830	63041740	8	4278	35125.759	929	1
8_enhancer_lociStitched	chr9	51872400	51889240	8	3388	35125.759	930	1
8_enhancer_lociStitched	chr3	121746620	121763500	8	3238	35125.759	931	1
8_enhancer_lociStitched	chr4	150824680	150842110	8	4788	35125.759	932	1
8_enhancer_lociStitched	chr11	87469030	87486630	8	2898	35125.759	933	1
8_enhancer_lociStitched	chr6	86464110	86481750	8	3948	35125.759	934	1
8_enhancer_lociStitched	chr5	122828560	122846380	8	2898	35125.759	935	1
8_enhancer_lociStitched	chr1	134329930	134348070	8	2798	35125.759	936	1
8_enhancer_lociStitched	chr7	99621130	99639910	8	3188	35125.759	937	1
8_enhancer_lociStitched	chr16	93385130	93404860	8	3768	35125.759	938	1
8_enhancer_lociStitched	chr11	16688960	16709680	8	4848	35125.759	939	1
8_enhancer_lociStitched	chr5	90709170	90730520	8	4158	35125.759	940	1
8_enhancer_lociStitched	chr10	59218650	59240000	8	3048	35125.759	941	1
8_enhancer_lociStitched	chr13	64533650	64555200	8	3258	35125.759	942	1
8_enhancer_lociStitched	chr4	140987430	141009130	8	3418	35125.759	943	1
8_enhancer_lociStitched	chr8	96139150	96161980	8	3608	35125.759	944	1
8_enhancer_lociStitched	chr17	63798170	63821310	8	3248	35125.759	945	1
8_enhancer_lociStitched	chr1	178142470	178165660	8	3538	35125.759	946	1
8_enhancer_lociStitched	chr8	127790110	127815210	8	3158	35125.759	947	1
8_enhancer_lociStitched	chr17	74248810	74277800	8	3108	35125.759	948	1
8_enhancer_lociStitched	chr11	83182290	83211520	8	3378	35125.759	949	1
8_enhancer_lociStitched	chr14	55101410	55132860	8	3628	35125.759	950	1
8_enhancer_lociStitched	chr6	57511060	57542810	8	3258	35125.759	951	1
8_enhancer_lociStitched	chr10	75695190	75729390	8	3538	35125.759	952	1
11_enhancer_lociStitched	chr10	81377440	81407790	11	4241	35074.888	953	1
17_enhancer_lociStitched	chr13	37634750	37667090	17	6087	35074.681	954	1
13_enhancer_lociStitched	chr14	47687720	47741970	13	4563	34923.17	955	1
19_enhancer_lociStitched	chr8	71244960	71293610	19	7299	34881.159	956	1
11_enhancer_lociStitched	chr16	29854890	29889580	11	4821	34711.539	957	1
11_enhancer_lociStitched	chr10	95516270	95553510	11	3671	34711.539	958	1
15_enhancer_lociStitched	chr11	5435530	5472520	15	7435	34662.665	959	1
13_enhancer_lociStitched	chr18	38982820	39021650	13	5273	34559.821	960	1
11_enhancer_lociStitched	chr11	94049360	94057170	11	3911	34472.557	961	1
11_enhancer_lociStitched	chr19	26581430	26589740	11	3821	34472.557	962	1
11_enhancer_lociStitched	chr3	88044100	88053610	11	3671	34472.557	963	1
11_enhancer_lociStitched	chr6	5187950	5200350	11	4751	34472.557	964	1
11_enhancer_lociStitched	chr7	34346590	34359990	11	4131	34472.557	965	1
11_enhancer_lociStitched	chr17	34237550	34251500	11	4291	34472.557	966	1
11_enhancer_lociStitched	chr17	26080300	26095770	11	3831	34472.557	967	1
11_enhancer_lociStitched	chr9	48696190	48712500	11	4701	34472.557	968	1
11_enhancer_lociStitched	chr11	114740730	114758790	11	4091	34472.557	969	1
11_enhancer_lociStitched	chr9	43013190	43033530	11	3801	34472.557	970	1
11_enhancer_lociStitched	chr12	103811800	103832290	11	4741	34472.557	971	1
11_enhancer_lociStitched	chr4	118129240	118149740	11	4521	34472.557	972	1
11_enhancer_lociStitched	chr9	43649130	43670240	11	4031	34472.557	973	1
11_enhancer_lociStitched	chr2	51018030	51039410	11	4051	34472.557	974	1
11_enhancer_lociStitched	chr6	23124830	23147820	11	5351	34472.557	975	1
11_enhancer_lociStitched	chr2	103626070	103649830	11	4691	34472.557	976	1
11_enhancer_lociStitched	chr2	84657080	84682080	11	4001	34472.557	977	1
11_enhancer_lociStitched	chr2	67798990	67824280	11	5201	34472.557	978	1
11_enhancer_lociStitched	chr13	59967970	59994860	11	3671	34472.557	979	1
11_enhancer_lociStitched	chr6	115627800	115654770	11	4141	34472.557	980	1
11_enhancer_lociStitched	chr12	84431610	84464380	11	3691	34472.557	981	1
11_enhancer_lociStitched	chr14	45766180	45803330	11	3921	34472.557	982	1
11_enhancer_lociStitched	chr15	82413400	82457370	11	4171	34472.557	983	1
11_enhancer_lociStitched	chr7	30604760	30649850	11	6021	34472.557	984	1
10_enhancer_lociStitched	chr1	154904510	154960850	10	3390	34464.563	985	1
15_enhancer_lociStitched	chr5	124562190	124584860	15	4975	34423.683	986	1
15_enhancer_lociStitched	chr12	8820930	8844120	15	5485	34423.683	987	1
15_enhancer_lociStitched	chrX	41122050	41158230	15	5245	34423.683	988	1
15_enhancer_lociStitched	chr5	135686550	135737130	15	7805	34423.683	989	1
13_enhancer_lociStitched	chr10	128796510	128811340	13	5453	34320.839	990	1
17_enhancer_lociStitched	chr10	39934590	40002190	17	7577	34298.402	991	1
10_enhancer_lociStitched	chr15	54783310	54826920	10	4650	34231.119	992	1
10_enhancer_lociStitched	chr5	3390600	3394690	10	3390	34225.581	993	1
10_enhancer_lociStitched	chr1	160861990	160866210	10	2600	34225.581	994	1
7_enhancer_lociStitched	chr12	104370270	104375000	7	2567	34225.581	995	1
10_enhancer_lociStitched	chr3	96431340	96436320	10	3190	34225.581	996	1
10_enhancer_lociStitched	chr4	132030350	132038750	10	3140	34225.581	997	1
10_enhancer_lociStitched	chr3	96146090	96154650	10	4310	34225.581	998	1
10_enhancer_lociStitched	chr8	70582020	70592460	10	3640	34225.581	999	1
10_enhancer_lociStitched	chr10	71173500	71185080	10	3870	34225.581	1000	1
7_enhancer_lociStitched	chr3	135143610	135158020	7	2747	34225.581	1001	1
10_enhancer_lociStitched	chr17	85172600	85187150	10	4170	34225.581	1002	1
10_enhancer_lociStitched	chr7	12729570	12744450	10	3850	34225.581	1003	1
10_enhancer_lociStitched	chr4	33245740	33262000	10	4060	34225.581	1004	1
10_enhancer_lociStitched	chr15	25929630	25945900	10	4750	34225.581	1005	1
10_enhancer_lociStitched	chr10	80576800	80593900	10	3470	34225.581	1006	1
10_enhancer_lociStitched	chr16	20534750	20552760	10	4030	34225.581	1007	1
10_enhancer_lociStitched	chr17	34806020	34825060	10	3790	34225.581	1008	1
10_enhancer_lociStitched	chr4	125990160	126009580	10	3750	34225.581	1009	1
10_enhancer_lociStitched	chr8	122659060	122678570	10	4560	34225.581	1010	1
10_enhancer_lociStitched	chr1	130749640	130769200	10	4530	34225.581	1011	1
10_enhancer_lociStitched	chr10	77345220	77364820	10	4150	34225.581	1012	1
10_enhancer_lociStitched	chr1	170886850	170908860	10	3200	34225.581	1013	1
10_enhancer_lociStitched	chr11	105918740	105941680	10	3470	34225.581	1014	1
10_enhancer_lociStitched	chr7	100711310	100735430	10	4310	34225.581	1015	1
10_enhancer_lociStitched	chr9	63952380	63976740	10	4430	34225.581	1016	1
10_enhancer_lociStitched	chrX	149241770	149275240	10	4590	34225.581	1017	1
10_enhancer_lociStitched	chr4	15923850	15958690	10	3720	34225.581	1018	1
10_enhancer_lociStitched	chr19	40452340	40512390	10	4400	34225.581	1019	1
11_enhancer_lociStitched	chr4	19976010	20018120	11	5171	33935.26	1020	1
11_enhancer_lociStitched	chr10	80394650	80439360	11	4081	33935.26	1021	1
15_enhancer_lociStitched	chr10	128082530	128109350	15	5665	33826.89	1022	1
15_enhancer_lociStitched	chr4	101201760	101232090	15	6775	33826.89	1023	1
15_enhancer_lociStitched	chr7	140521220	140551620	15	4365	33826.89	1024	1
15_enhancer_lociStitched	chr10	99040240	99070690	15	5545	33826.89	1025	1
15_enhancer_lociStitched	chr2	147851120	147891250	15	7505	33826.89	1026	1
15_enhancer_lociStitched	chr8	123933010	123981940	15	5605	33826.89	1027	1
15_enhancer_lociStitched	chr17	26716650	26767140	15	6135	33826.89	1028	1
15_enhancer_lociStitched	chr12	85487560	85556700	15	4855	33826.89	1029	1
15_enhancer_lociStitched	chr18	35943460	35970820	15	5815	33659.372	1030	1
15_enhancer_lociStitched	chr8	13075420	13113150	15	6685	33659.372	1031	1
10_enhancer_lociStitched	chr5	23637630	23640880	10	2780	33628.788	1032	1
10_enhancer_lociStitched	chr15	3607760	3614340	10	3390	33628.788	1033	1
10_enhancer_lociStitched	chr14	6219750	6227650	10	2990	33628.788	1034	1
10_enhancer_lociStitched	chr3	131194250	131202170	10	3410	33628.788	1035	1
10_enhancer_lociStitched	chr11	106667770	106680230	10	3400	33628.788	1036	1
10_enhancer_lociStitched	chr13	24506220	24523250	10	5290	33628.788	1037	1
10_enhancer_lociStitched	chr7	27168490	27190550	10	4640	33628.788	1038	1
10_enhancer_lociStitched	chr9	95422630	95445670	10	5180	33628.788	1039	1
10_enhancer_lociStitched	chr8	23671900	23700380	10	3960	33628.788	1040	1
10_enhancer_lociStitched	chr1	72264990	72294960	10	4210	33628.788	1041	1
10_enhancer_lociStitched	chr4	129199310	129229990	10	4160	33628.788	1042	1
10_enhancer_lociStitched	chr6	47631910	47663130	10	2900	33628.788	1043	1
10_enhancer_lociStitched	chr1	184539740	184559810	10	4380	33461.27	1044	1
17_enhancer_lociStitched	chr4	60453710	60484930	17	7927	33338.728	1045	1
17_enhancer_lociStitched	chr4	43372140	43406650	17	7067	33338.728	1046	1
17_enhancer_lociStitched	chr5	121719810	121757640	17	7177	33338.728	1047	1
17_enhancer_lociStitched	chr4	60065880	60105480	17	7977	33338.728	1048	1
17_enhancer_lociStitched	chr11	84054980	84110120	17	6897	33338.728	1049	1
15_enhancer_lociStitched	chr5	142794480	142809810	15	5825	33173.688	1050	1
15_enhancer_lociStitched	chr4	134641760	134658920	15	5315	33173.688	1051	1
15_enhancer_lociStitched	chr13	4082460	4110930	15	6875	33173.688	1052	1
15_enhancer_lociStitched	chr3	28749450	28791590	15	8245	33173.688	1053	1
11_enhancer_lociStitched	chr15	78906680	78915400	11	4481	32975.586	1054	1
10_enhancer_lociStitched	chr18	46762010	46784270	10	5110	32975.586	1055	1
11_enhancer_lociStitched	chr3	96393210	96415650	11	5331	32975.586	1056	1
6_enhancer_lociStitched	chr10	128758760	128775410	6	2236	32576.242	1057	1
6_enhancer_lociStitched	chr9	44024460	44042630	6	2256	32576.242	1058	1
6_enhancer_lociStitched	chr19	5117890	5138690	6	2076	32576.242	1059	1
6_enhancer_lociStitched	chr10	119075620	119099100	6	2206	32576.242	1060	1
6_enhancer_lociStitched	chr9	108337460	108369690	6	2996	32576.242	1061	1
6_enhancer_lociStitched	chr3	121852590	121868610	6	2276	32212.893	1062	1
6_enhancer_lociStitched	chr17	49656350	49677720	6	2746	32212.893	1063	1
6_enhancer_lociStitched	chr9	78334710	78356350	6	2396	32212.893	1064	1
3_enhancer_lociStitched	chr2	32871980	32873020	3	643	31973.911	1065	1
6_enhancer_lociStitched	chr8	41025080	41027140	6	1966	31973.911	1066	1
6_enhancer_lociStitched	chr11	60768740	60770800	6	1966	31973.911	1067	1
6_enhancer_lociStitched	chr4	124743110	124745330	6	2126	31973.911	1068	1
6_enhancer_lociStitched	chr2	143851360	143853600	6	2146	31973.911	1069	1
6_enhancer_lociStitched	chr19	10665880	10668140	6	2066	31973.911	1070	1
6_enhancer_lociStitched	chr5	73412030	73414350	6	1706	31973.911	1071	1
6_enhancer_lociStitched	chrX	150303190	150305580	6	1716	31973.911	1072	1
6_enhancer_lociStitched	chr9	50569720	50572110	6	2296	31973.911	1073	1
6_enhancer_lociStitched	chr3	153616780	153619170	6	1926	31973.911	1074	1
6_enhancer_lociStitched	chr19	11888260	11890700	6	1966	31973.911	1075	1
6_enhancer_lociStitched	chr16	95882450	95884950	6	2296	31973.911	1076	1
6_enhancer_lociStitched	chr3	86047660	86050170	6	2086	31973.911	1077	1
6_enhancer_lociStitched	chr11	20690410	20692950	6	2196	31973.911	1078	1
6_enhancer_lociStitched	chr3	52175110	52177740	6	2076	31973.911	1079	1
6_enhancer_lociStitched	chr11	121407660	121410400	6	2026	31973.911	1080	1
6_enhancer_lociStitched	chr5	21259320	21262250	6	1946	31973.911	1081	1
6_enhancer_lociStitched	chr13	104055680	104058680	6	2616	31973.911	1082	1
6_enhancer_lociStitched	chr1	180862790	180865790	6	1846	31973.911	1083	1
6_enhancer_lociStitched	chr11	40583150	40586260	6	2276	31973.911	1084	1
6_enhancer_lociStitched	chr13	58549120	58552260	6	2016	31973.911	1085	1
6_enhancer_lociStitched	chr7	114013830	114017000	6	2346	31973.911	1086	1
6_enhancer_lociStitched	chr14	120512820	120516050	6	1756	31973.911	1087	1
6_enhancer_lociStitched	chr7	138447300	138450540	6	2166	31973.911	1088	1
6_enhancer_lociStitched	chr19	25072480	25075770	6	2466	31973.911	1089	1
6_enhancer_lociStitched	chr13	34526500	34529840	6	2806	31973.911	1090	1
6_enhancer_lociStitched	chr6	125355050	125358520	6	1816	31973.911	1091	1
6_enhancer_lociStitched	chr1	179630140	179633860	6	2236	31973.911	1092	1
6_enhancer_lociStitched	chr10	67117660	67121470	6	2426	31973.911	1093	1
6_enhancer_lociStitched	chr10	86539870	86543690	6	2376	31973.911	1094	1
6_enhancer_lociStitched	chr15	98847840	98851760	6	2556	31973.911	1095	1
6_enhancer_lociStitched	chr5	96308220	96312170	6	1556	31973.911	1096	1
6_enhancer_lociStitched	chr3	94690130	94694110	6	2156	31973.911	1097	1
6_enhancer_lociStitched	chr4	40721920	40725980	6	2426	31973.911	1098	1
6_enhancer_lociStitched	chr17	56312460	56316590	6	1756	31973.911	1099	1
6_enhancer_lociStitched	chr6	38508140	38512580	6	2136	31973.911	1100	1
6_enhancer_lociStitched	chr2	90980320	90984760	6	2046	31973.911	1101	1
6_enhancer_lociStitched	chr15	76832240	76836910	6	2136	31973.911	1102	1
6_enhancer_lociStitched	chr10	7538660	7543480	6	1876	31973.911	1103	1
6_enhancer_lociStitched	chr6	127127940	127132800	6	1726	31973.911	1104	1
6_enhancer_lociStitched	chr16	45744100	45749020	6	2346	31973.911	1105	1
6_enhancer_lociStitched	chr14	14293110	14298050	6	2386	31973.911	1106	1
6_enhancer_lociStitched	chr5	135212480	135217480	6	2096	31973.911	1107	1
6_enhancer_lociStitched	chr7	4791520	4796560	6	2256	31973.911	1108	1
6_enhancer_lociStitched	chr3	95222240	95227360	6	2266	31973.911	1109	1
6_enhancer_lociStitched	chr10	85664790	85670000	6	1806	31973.911	1110	1
6_enhancer_lociStitched	chr2	49198110	49203400	6	2156	31973.911	1111	1
3_enhancer_lociStitched	chr17	65069810	65075120	3	1413	31973.911	1112	1
6_enhancer_lociStitched	chr13	34644860	34650180	6	2296	31973.911	1113	1
6_enhancer_lociStitched	chr18	82927970	82933510	6	2396	31973.911	1114	1
6_enhancer_lociStitched	chr7	29789410	29794970	6	1916	31973.911	1115	1
6_enhancer_lociStitched	chr11	115183130	115188700	6	2196	31973.911	1116	1
6_enhancer_lociStitched	chr18	33342360	33348050	6	2556	31973.911	1117	1
6_enhancer_lociStitched	chr14	54664160	54670140	6	2556	31973.911	1118	1
6_enhancer_lociStitched	chr1	171971450	171977490	6	2546	31973.911	1119	1
6_enhancer_lociStitched	chr8	26003440	26009660	6	2016	31973.911	1120	1
6_enhancer_lociStitched	chr9	106662290	106668520	6	2086	31973.911	1121	1
6_enhancer_lociStitched	chr2	84334670	84340900	6	1926	31973.911	1122	1
6_enhancer_lociStitched	chr5	110049110	110055440	6	2166	31973.911	1123	1
6_enhancer_lociStitched	chr3	157652140	157658680	6	1726	31973.911	1124	1
6_enhancer_lociStitched	chr9	59656150	59662830	6	1926	31973.911	1125	1
6_enhancer_lociStitched	chr1	153770860	153777560	6	2906	31973.911	1126	1
6_enhancer_lociStitched	chr15	44289250	44296110	6	2116	31973.911	1127	1
6_enhancer_lociStitched	chr8	25587970	25594960	6	2006	31973.911	1128	1
6_enhancer_lociStitched	chr4	142937090	142944160	6	2276	31973.911	1129	1
6_enhancer_lociStitched	chr15	9134850	9142130	6	1926	31973.911	1130	1
6_enhancer_lociStitched	chr6	95016040	95023580	6	2016	31973.911	1131	1
6_enhancer_lociStitched	chr9	50679300	50686910	6	1646	31973.911	1132	1
