userId	geneSymbol	geneName	entrezgene	gLink
Cyp2d9	Cyp2d9	cytochrome P450, family 2, subfamily d, polypeptide 9	13105	https://www.ncbi.nlm.nih.gov/gene/?term=13105
Dazap1	Dazap1	DAZ associated protein 1	70248	https://www.ncbi.nlm.nih.gov/gene/?term=70248
Ssbp4	Ssbp4	single stranded DNA binding protein 4	76900	https://www.ncbi.nlm.nih.gov/gene/?term=76900
Jund	Jund	jun D proto-oncogene	16478	https://www.ncbi.nlm.nih.gov/gene/?term=16478
H2-D1	H2-D1	histocompatibility 2, D region locus 1	14964	https://www.ncbi.nlm.nih.gov/gene/?term=14964
Ccl27a	Ccl27a	chemokine (C-C motif) ligand 27A	20301	https://www.ncbi.nlm.nih.gov/gene/?term=20301
Adh1	Adh1	alcohol dehydrogenase 1 (class I)	11522	https://www.ncbi.nlm.nih.gov/gene/?term=11522
Apoc4	Apoc4	apolipoprotein C-IV	11425	https://www.ncbi.nlm.nih.gov/gene/?term=11425
Msrb1	Msrb1	methionine sulfoxide reductase B1	27361	https://www.ncbi.nlm.nih.gov/gene/?term=27361
Ddi2	Ddi2	DNA-damage inducible protein 2	68817	https://www.ncbi.nlm.nih.gov/gene/?term=68817
Naa80	Naa80	N(alpha)-acetyltransferase 80, NatH catalytic subunit	56441	https://www.ncbi.nlm.nih.gov/gene/?term=56441
Tnfsf13	Tnfsf13	tumor necrosis factor (ligand) superfamily, member 13	69583	https://www.ncbi.nlm.nih.gov/gene/?term=69583
Smim13	Smim13	small integral membrane protein 13	108934	https://www.ncbi.nlm.nih.gov/gene/?term=108934
Inafm1	Inafm1	InaF motif containing 1	66300	https://www.ncbi.nlm.nih.gov/gene/?term=66300
Cyp2d10	Cyp2d10	cytochrome P450, family 2, subfamily d, polypeptide 10	13101	https://www.ncbi.nlm.nih.gov/gene/?term=13101
Gm5741	Gm5741	predicted gene 5741	100503710	https://www.ncbi.nlm.nih.gov/gene/?term=100503710
Tnfsf12	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	21944	https://www.ncbi.nlm.nih.gov/gene/?term=21944
Ccdc142	Ccdc142	coiled-coil domain containing 142	243510	https://www.ncbi.nlm.nih.gov/gene/?term=243510
Nudt8	Nudt8	nudix (nucleoside diphosphate linked moiety X)-type motif 8	66387	https://www.ncbi.nlm.nih.gov/gene/?term=66387
C030006K11Rik	C030006K11Rik	RIKEN cDNA C030006K11 gene	223665	https://www.ncbi.nlm.nih.gov/gene/?term=223665
