userId	geneSymbol	geneName	entrezgene	gLink
Slc25a22	Slc25a22	solute carrier family 25 (mitochondrial carrier, glutamate), member 22	68267	https://www.ncbi.nlm.nih.gov/gene/?term=68267
Ahr	Ahr	aryl-hydrocarbon receptor	11622	https://www.ncbi.nlm.nih.gov/gene/?term=11622
Nop9	Nop9	NOP9 nucleolar protein	67842	https://www.ncbi.nlm.nih.gov/gene/?term=67842
Hsd17b1	Hsd17b1	hydroxysteroid (17-beta) dehydrogenase 1	15485	https://www.ncbi.nlm.nih.gov/gene/?term=15485
Psmc3ip	Psmc3ip	proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein	19183	https://www.ncbi.nlm.nih.gov/gene/?term=19183
Noxo1	Noxo1	NADPH oxidase organizer 1	71893	https://www.ncbi.nlm.nih.gov/gene/?term=71893
Fkbp8	Fkbp8	FK506 binding protein 8	14232	https://www.ncbi.nlm.nih.gov/gene/?term=14232
Ddx39b	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	53817	https://www.ncbi.nlm.nih.gov/gene/?term=53817
Tlcd1	Tlcd1	TLC domain containing 1	68385	https://www.ncbi.nlm.nih.gov/gene/?term=68385
L3hypdh	L3hypdh	L-3-hydroxyproline dehydratase (trans-)	67217	https://www.ncbi.nlm.nih.gov/gene/?term=67217
Syne4	Syne4	spectrin repeat containing, nuclear envelope family member 4	233066	https://www.ncbi.nlm.nih.gov/gene/?term=233066
Esr1	Esr1	estrogen receptor 1 (alpha)	13982	https://www.ncbi.nlm.nih.gov/gene/?term=13982
Slc16a10	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	72472	https://www.ncbi.nlm.nih.gov/gene/?term=72472
Lin7a	Lin7a	lin-7 homolog A (C. elegans)	108030	https://www.ncbi.nlm.nih.gov/gene/?term=108030
Arid5b	Arid5b	AT rich interactive domain 5B (MRF1-like)	71371	https://www.ncbi.nlm.nih.gov/gene/?term=71371
Actr6	Actr6	ARP6 actin-related protein 6	67019	https://www.ncbi.nlm.nih.gov/gene/?term=67019
Uhrf1bp1l	Uhrf1bp1l	UHRF1 (ICBP90) binding protein 1-like	75089	https://www.ncbi.nlm.nih.gov/gene/?term=75089
Dusp6	Dusp6	dual specificity phosphatase 6	67603	https://www.ncbi.nlm.nih.gov/gene/?term=67603
Enpp3	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3	209558	https://www.ncbi.nlm.nih.gov/gene/?term=209558
Nudt4	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	71207	https://www.ncbi.nlm.nih.gov/gene/?term=71207
Igf1	Igf1	insulin-like growth factor 1	16000	https://www.ncbi.nlm.nih.gov/gene/?term=16000
Lrig3	Lrig3	leucine-rich repeats and immunoglobulin-like domains 3	320398	https://www.ncbi.nlm.nih.gov/gene/?term=320398
Dnajb12	Dnajb12	DnaJ heat shock protein family (Hsp40) member B12	56709	https://www.ncbi.nlm.nih.gov/gene/?term=56709
Pcsk4	Pcsk4	proprotein convertase subtilisin/kexin type 4	18551	https://www.ncbi.nlm.nih.gov/gene/?term=18551
Apc2	Apc2	adenomatosis polyposis coli 2	23805	https://www.ncbi.nlm.nih.gov/gene/?term=23805
Thap2	Thap2	THAP domain containing, apoptosis associated protein 2	66816	https://www.ncbi.nlm.nih.gov/gene/?term=66816
Gamt	Gamt	guanidinoacetate methyltransferase	14431	https://www.ncbi.nlm.nih.gov/gene/?term=14431
Ndufs7	Ndufs7	NADH:ubiquinone oxidoreductase core subunit S7	75406	https://www.ncbi.nlm.nih.gov/gene/?term=75406
Rab36	Rab36	RAB36, member RAS oncogene family	76877	https://www.ncbi.nlm.nih.gov/gene/?term=76877
Mknk2	Mknk2	MAP kinase-interacting serine/threonine kinase 2	17347	https://www.ncbi.nlm.nih.gov/gene/?term=17347
Ap3d1	Ap3d1	adaptor-related protein complex 3, delta 1 subunit	11776	https://www.ncbi.nlm.nih.gov/gene/?term=11776
Sf3a2	Sf3a2	splicing factor 3a, subunit 2	20222	https://www.ncbi.nlm.nih.gov/gene/?term=20222
Jsrp1	Jsrp1	junctional sarcoplasmic reticulum protein 1	71912	https://www.ncbi.nlm.nih.gov/gene/?term=71912
Timm13	Timm13	translocase of inner mitochondrial membrane 13	30055	https://www.ncbi.nlm.nih.gov/gene/?term=30055
Mgat1	Mgat1	mannoside acetylglucosaminyltransferase 1	17308	https://www.ncbi.nlm.nih.gov/gene/?term=17308
Rufy1	Rufy1	RUN and FYVE domain containing 1	216724	https://www.ncbi.nlm.nih.gov/gene/?term=216724
Ltc4s	Ltc4s	leukotriene C4 synthase	17001	https://www.ncbi.nlm.nih.gov/gene/?term=17001
Mrnip	Mrnip	MRN complex interacting protein	68067	https://www.ncbi.nlm.nih.gov/gene/?term=68067
Jade2	Jade2	jade family PHD finger 2	76901	https://www.ncbi.nlm.nih.gov/gene/?term=76901
Cdkl3	Cdkl3	cyclin-dependent kinase-like 3	213084	https://www.ncbi.nlm.nih.gov/gene/?term=213084
Ube2b	Ube2b	ubiquitin-conjugating enzyme E2B	22210	https://www.ncbi.nlm.nih.gov/gene/?term=22210
Trim11	Trim11	tripartite motif-containing 11	94091	https://www.ncbi.nlm.nih.gov/gene/?term=94091
Mtif2	Mtif2	mitochondrial translational initiation factor 2	76784	https://www.ncbi.nlm.nih.gov/gene/?term=76784
Xbp1	Xbp1	X-box binding protein 1	22433	https://www.ncbi.nlm.nih.gov/gene/?term=22433
Btnl10	Btnl10	butyrophilin-like 10	192194	https://www.ncbi.nlm.nih.gov/gene/?term=192194
Cnot8	Cnot8	CCR4-NOT transcription complex, subunit 8	69125	https://www.ncbi.nlm.nih.gov/gene/?term=69125
Shmt1	Shmt1	serine hydroxymethyltransferase 1 (soluble)	20425	https://www.ncbi.nlm.nih.gov/gene/?term=20425
Sdc1	Sdc1	syndecan 1	20969	https://www.ncbi.nlm.nih.gov/gene/?term=20969
Abca8b	Abca8b	ATP-binding cassette, sub-family A (ABC1), member 8b	27404	https://www.ncbi.nlm.nih.gov/gene/?term=27404
Id2	Id2	inhibitor of DNA binding 2	15902	https://www.ncbi.nlm.nih.gov/gene/?term=15902
Rnf135	Rnf135	ring finger protein 135	71956	https://www.ncbi.nlm.nih.gov/gene/?term=71956
Adap2	Adap2	ArfGAP with dual PH domains 2	216991	https://www.ncbi.nlm.nih.gov/gene/?term=216991
Polg2	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	50776	https://www.ncbi.nlm.nih.gov/gene/?term=50776
Ddx5	Ddx5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	13207	https://www.ncbi.nlm.nih.gov/gene/?term=13207
Cluh	Cluh	clustered mitochondria (cluA/CLU1) homolog	74148	https://www.ncbi.nlm.nih.gov/gene/?term=74148
Tmem94	Tmem94	transmembrane protein 94	71947	https://www.ncbi.nlm.nih.gov/gene/?term=71947
Unk	Unk	unkempt family zinc finger	217331	https://www.ncbi.nlm.nih.gov/gene/?term=217331
Acox1	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	11430	https://www.ncbi.nlm.nih.gov/gene/?term=11430
Ten1	Ten1	TEN1 telomerase capping complex subunit	69535	https://www.ncbi.nlm.nih.gov/gene/?term=69535
Tsen54	Tsen54	tRNA splicing endonuclease subunit 54	76265	https://www.ncbi.nlm.nih.gov/gene/?term=76265
Llgl2	Llgl2	LLGL2 scribble cell polarity complex component	217325	https://www.ncbi.nlm.nih.gov/gene/?term=217325
Rhbdf2	Rhbdf2	rhomboid 5 homolog 2	217344	https://www.ncbi.nlm.nih.gov/gene/?term=217344
Rabep1	Rabep1	rabaptin, RAB GTPase binding effector protein 1	54189	https://www.ncbi.nlm.nih.gov/gene/?term=54189
Kif1c	Kif1c	kinesin family member 1C	16562	https://www.ncbi.nlm.nih.gov/gene/?term=16562
Spag9	Spag9	sperm associated antigen 9	70834	https://www.ncbi.nlm.nih.gov/gene/?term=70834
Abcc3	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	76408	https://www.ncbi.nlm.nih.gov/gene/?term=76408
Nr1d1	Nr1d1	nuclear receptor subfamily 1, group D, member 1	217166	https://www.ncbi.nlm.nih.gov/gene/?term=217166
Per1	Per1	period circadian clock 1	18626	https://www.ncbi.nlm.nih.gov/gene/?term=18626
Vamp2	Vamp2	vesicle-associated membrane protein 2	22318	https://www.ncbi.nlm.nih.gov/gene/?term=22318
Tmem107	Tmem107	transmembrane protein 107	66910	https://www.ncbi.nlm.nih.gov/gene/?term=66910
Stat5b	Stat5b	signal transducer and activator of transcription 5B	20851	https://www.ncbi.nlm.nih.gov/gene/?term=20851
Ubtf	Ubtf	upstream binding transcription factor, RNA polymerase I	21429	https://www.ncbi.nlm.nih.gov/gene/?term=21429
Dcakd	Dcakd	dephospho-CoA kinase domain containing	68087	https://www.ncbi.nlm.nih.gov/gene/?term=68087
Nmt1	Nmt1	N-myristoyltransferase 1	18107	https://www.ncbi.nlm.nih.gov/gene/?term=18107
L2hgdh	L2hgdh	L-2-hydroxyglutarate dehydrogenase	217666	https://www.ncbi.nlm.nih.gov/gene/?term=217666
Gstz1	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	14874	https://www.ncbi.nlm.nih.gov/gene/?term=14874
Serpina3n	Serpina3n	serine (or cysteine) peptidase inhibitor, clade A, member 3N	20716	https://www.ncbi.nlm.nih.gov/gene/?term=20716
Clmn	Clmn	calmin	94040	https://www.ncbi.nlm.nih.gov/gene/?term=94040
Glrx5	Glrx5	glutaredoxin 5	73046	https://www.ncbi.nlm.nih.gov/gene/?term=73046
Zfp36l1	Zfp36l1	zinc finger protein 36, C3H type-like 1	12192	https://www.ncbi.nlm.nih.gov/gene/?term=12192
Srsf5	Srsf5	serine/arginine-rich splicing factor 5	20384	https://www.ncbi.nlm.nih.gov/gene/?term=20384
Slc10a1	Slc10a1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	20493	https://www.ncbi.nlm.nih.gov/gene/?term=20493
Akr1c6	Akr1c6	aldo-keto reductase family 1, member C6	83702	https://www.ncbi.nlm.nih.gov/gene/?term=83702
Entpd5	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	12499	https://www.ncbi.nlm.nih.gov/gene/?term=12499
Zfp839	Zfp839	zinc finger protein 839	72805	https://www.ncbi.nlm.nih.gov/gene/?term=72805
Cinp	Cinp	cyclin-dependent kinase 2 interacting protein	67236	https://www.ncbi.nlm.nih.gov/gene/?term=67236
Cdc42bpb	Cdc42bpb	CDC42 binding protein kinase beta	217866	https://www.ncbi.nlm.nih.gov/gene/?term=217866
Tnfaip2	Tnfaip2	tumor necrosis factor, alpha-induced protein 2	21928	https://www.ncbi.nlm.nih.gov/gene/?term=21928
Eif5	Eif5	NA	217869	https://www.ncbi.nlm.nih.gov/gene/?term=217869
Slc17a1	Slc17a1	solute carrier family 17 (sodium phosphate), member 1	20504	https://www.ncbi.nlm.nih.gov/gene/?term=20504
Gpld1	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	14756	https://www.ncbi.nlm.nih.gov/gene/?term=14756
Elovl2	Elovl2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	54326	https://www.ncbi.nlm.nih.gov/gene/?term=54326
Pxdc1	Pxdc1	PX domain containing 1	66895	https://www.ncbi.nlm.nih.gov/gene/?term=66895
Dapk1	Dapk1	death associated protein kinase 1	69635	https://www.ncbi.nlm.nih.gov/gene/?term=69635
Srd5a1	Srd5a1	steroid 5 alpha-reductase 1	78925	https://www.ncbi.nlm.nih.gov/gene/?term=78925
Acot12	Acot12	acyl-CoA thioesterase 12	74156	https://www.ncbi.nlm.nih.gov/gene/?term=74156
Marveld2	Marveld2	MARVEL (membrane-associating) domain containing 2	218518	https://www.ncbi.nlm.nih.gov/gene/?term=218518
Ocln	Ocln	occludin	18260	https://www.ncbi.nlm.nih.gov/gene/?term=18260
Scamp1	Scamp1	secretory carrier membrane protein 1	107767	https://www.ncbi.nlm.nih.gov/gene/?term=107767
Pdhb	Pdhb	pyruvate dehydrogenase (lipoamide) beta	68263	https://www.ncbi.nlm.nih.gov/gene/?term=68263
Il6st	Il6st	interleukin 6 signal transducer	16195	https://www.ncbi.nlm.nih.gov/gene/?term=16195
Vdac2	Vdac2	voltage-dependent anion channel 2	22334	https://www.ncbi.nlm.nih.gov/gene/?term=22334
Oxsm	Oxsm	3-oxoacyl-ACP synthase, mitochondrial	71147	https://www.ncbi.nlm.nih.gov/gene/?term=71147
Rnase4	Rnase4	ribonuclease, RNase A family 4	58809	https://www.ncbi.nlm.nih.gov/gene/?term=58809
Hacl1	Hacl1	2-hydroxyacyl-CoA lyase 1	56794	https://www.ncbi.nlm.nih.gov/gene/?term=56794
Sh3bp5	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	24056	https://www.ncbi.nlm.nih.gov/gene/?term=24056
Btd	Btd	biotinidase	26363	https://www.ncbi.nlm.nih.gov/gene/?term=26363
Wbp4	Wbp4	WW domain binding protein 4	22380	https://www.ncbi.nlm.nih.gov/gene/?term=22380
Ephx2	Ephx2	epoxide hydrolase 2, cytoplasmic	13850	https://www.ncbi.nlm.nih.gov/gene/?term=13850
Chrna2	Chrna2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)	110902	https://www.ncbi.nlm.nih.gov/gene/?term=110902
Bmp1	Bmp1	bone morphogenetic protein 1	12153	https://www.ncbi.nlm.nih.gov/gene/?term=12153
Tgm1	Tgm1	transglutaminase 1, K polypeptide	21816	https://www.ncbi.nlm.nih.gov/gene/?term=21816
Cideb	Cideb	cell death-inducing DNA fragmentation factor, alpha subunit-like effector B	12684	https://www.ncbi.nlm.nih.gov/gene/?term=12684
Sdr39u1	Sdr39u1	short chain dehydrogenase/reductase family 39U, member 1	654795	https://www.ncbi.nlm.nih.gov/gene/?term=654795
Cmbl	Cmbl	carboxymethylenebutenolidase-like (Pseudomonas)	69574	https://www.ncbi.nlm.nih.gov/gene/?term=69574
Rida	Rida	reactive intermediate imine deaminase A homolog	15473	https://www.ncbi.nlm.nih.gov/gene/?term=15473
Pop1	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	67724	https://www.ncbi.nlm.nih.gov/gene/?term=67724
Ppara	Ppara	peroxisome proliferator activated receptor alpha	19013	https://www.ncbi.nlm.nih.gov/gene/?term=19013
Deptor	Deptor	DEP domain containing MTOR-interacting protein	97998	https://www.ncbi.nlm.nih.gov/gene/?term=97998
Enpp2	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	18606	https://www.ncbi.nlm.nih.gov/gene/?term=18606
Myh9	Myh9	myosin, heavy polypeptide 9, non-muscle	17886	https://www.ncbi.nlm.nih.gov/gene/?term=17886
Cyp2d26	Cyp2d26	cytochrome P450, family 2, subfamily d, polypeptide 26	76279	https://www.ncbi.nlm.nih.gov/gene/?term=76279
Ndufa6	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6	67130	https://www.ncbi.nlm.nih.gov/gene/?term=67130
Smdt1	Smdt1	single-pass membrane protein with aspartate rich tail 1	69029	https://www.ncbi.nlm.nih.gov/gene/?term=69029
Slc38a4	Slc38a4	solute carrier family 38, member 4	69354	https://www.ncbi.nlm.nih.gov/gene/?term=69354
Aco2	Aco2	aconitase 2, mitochondrial	11429	https://www.ncbi.nlm.nih.gov/gene/?term=11429
Bcl6	Bcl6	B cell leukemia/lymphoma 6	12053	https://www.ncbi.nlm.nih.gov/gene/?term=12053
Cldn1	Cldn1	claudin 1	12737	https://www.ncbi.nlm.nih.gov/gene/?term=12737
Mgrn1	Mgrn1	mahogunin, ring finger 1	17237	https://www.ncbi.nlm.nih.gov/gene/?term=17237
Gpt	Gpt	glutamic pyruvic transaminase, soluble	76282	https://www.ncbi.nlm.nih.gov/gene/?term=76282
Adck5	Adck5	aarF domain containing kinase 5	268822	https://www.ncbi.nlm.nih.gov/gene/?term=268822
Scrib	Scrib	scribbled planar cell polarity	105782	https://www.ncbi.nlm.nih.gov/gene/?term=105782
Pycrl	Pycrl	pyrroline-5-carboxylate reductase-like	66194	https://www.ncbi.nlm.nih.gov/gene/?term=66194
Naprt	Naprt	nicotinate phosphoribosyltransferase	223646	https://www.ncbi.nlm.nih.gov/gene/?term=223646
Mapk12	Mapk12	mitogen-activated protein kinase 12	29857	https://www.ncbi.nlm.nih.gov/gene/?term=29857
Tymp	Tymp	thymidine phosphorylase	72962	https://www.ncbi.nlm.nih.gov/gene/?term=72962
Tomm70a	Tomm70a	translocase of outer mitochondrial membrane 70A	28185	https://www.ncbi.nlm.nih.gov/gene/?term=28185
Hrg	Hrg	histidine-rich glycoprotein	94175	https://www.ncbi.nlm.nih.gov/gene/?term=94175
Eif4a2	Eif4a2	eukaryotic translation initiation factor 4A2	13682	https://www.ncbi.nlm.nih.gov/gene/?term=13682
Masp1	Masp1	mannan-binding lectin serine peptidase 1	17174	https://www.ncbi.nlm.nih.gov/gene/?term=17174
Brwd1	Brwd1	bromodomain and WD repeat domain containing 1	93871	https://www.ncbi.nlm.nih.gov/gene/?term=93871
Setd4	Setd4	SET domain containing 4	224440	https://www.ncbi.nlm.nih.gov/gene/?term=224440
Itsn1	Itsn1	intersectin 1 (SH3 domain protein 1A)	16443	https://www.ncbi.nlm.nih.gov/gene/?term=16443
Lmbr1l	Lmbr1l	limb region 1 like	74775	https://www.ncbi.nlm.nih.gov/gene/?term=74775
Tuba1b	Tuba1b	tubulin, alpha 1B	22143	https://www.ncbi.nlm.nih.gov/gene/?term=22143
Tmbim6	Tmbim6	transmembrane BAX inhibitor motif containing 6	110213	https://www.ncbi.nlm.nih.gov/gene/?term=110213
Lima1	Lima1	LIM domain and actin binding 1	65970	https://www.ncbi.nlm.nih.gov/gene/?term=65970
Soat2	Soat2	sterol O-acyltransferase 2	223920	https://www.ncbi.nlm.nih.gov/gene/?term=223920
Gtf2ird1	Gtf2ird1	general transcription factor II I repeat domain-containing 1	57080	https://www.ncbi.nlm.nih.gov/gene/?term=57080
Il15ra	Il15ra	interleukin 15 receptor, alpha chain	16169	https://www.ncbi.nlm.nih.gov/gene/?term=16169
Serping1	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	12258	https://www.ncbi.nlm.nih.gov/gene/?term=12258
Acy1	Acy1	aminoacylase 1	109652	https://www.ncbi.nlm.nih.gov/gene/?term=109652
Frs3	Frs3	fibroblast growth factor receptor substrate 3	107971	https://www.ncbi.nlm.nih.gov/gene/?term=107971
Trip6	Trip6	thyroid hormone receptor interactor 6	22051	https://www.ncbi.nlm.nih.gov/gene/?term=22051
Tpi1	Tpi1	triosephosphate isomerase 1	21991	https://www.ncbi.nlm.nih.gov/gene/?term=21991
Tulp2	Tulp2	tubby-like protein 2	56734	https://www.ncbi.nlm.nih.gov/gene/?term=56734
Pcbp4	Pcbp4	poly(rC) binding protein 4	59092	https://www.ncbi.nlm.nih.gov/gene/?term=59092
Mpc1	Mpc1	mitochondrial pyruvate carrier 1	55951	https://www.ncbi.nlm.nih.gov/gene/?term=55951
Phf10	Phf10	PHD finger protein 10	72057	https://www.ncbi.nlm.nih.gov/gene/?term=72057
Mrpl14	Mrpl14	mitochondrial ribosomal protein L14	68463	https://www.ncbi.nlm.nih.gov/gene/?term=68463
Sgo1	Sgo1	shugoshin 1	72415	https://www.ncbi.nlm.nih.gov/gene/?term=72415
Vegfa	Vegfa	vascular endothelial growth factor A	22339	https://www.ncbi.nlm.nih.gov/gene/?term=22339
Gtpbp2	Gtpbp2	GTP binding protein 2	56055	https://www.ncbi.nlm.nih.gov/gene/?term=56055
Rsph9	Rsph9	radial spoke head 9 homolog (Chlamydomonas)	75564	https://www.ncbi.nlm.nih.gov/gene/?term=75564
Ubr2	Ubr2	ubiquitin protein ligase E3 component n-recognin 2	224826	https://www.ncbi.nlm.nih.gov/gene/?term=224826
Mtch1	Mtch1	mitochondrial carrier 1	56462	https://www.ncbi.nlm.nih.gov/gene/?term=56462
Fgd2	Fgd2	FYVE, RhoGEF and PH domain containing 2	26382	https://www.ncbi.nlm.nih.gov/gene/?term=26382
Pim1	Pim1	proviral integration site 1	18712	https://www.ncbi.nlm.nih.gov/gene/?term=18712
Cbs	Cbs	cystathionine beta-synthase	12411	https://www.ncbi.nlm.nih.gov/gene/?term=12411
Sik1	Sik1	salt inducible kinase 1	17691	https://www.ncbi.nlm.nih.gov/gene/?term=17691
Prkd3	Prkd3	protein kinase D3	75292	https://www.ncbi.nlm.nih.gov/gene/?term=75292
Man2a1	Man2a1	mannosidase 2, alpha 1	17158	https://www.ncbi.nlm.nih.gov/gene/?term=17158
Ndufv2	Ndufv2	NADH:ubiquinone oxidoreductase core subunit V2	72900	https://www.ncbi.nlm.nih.gov/gene/?term=72900
E4f1	E4f1	E4F transcription factor 1	13560	https://www.ncbi.nlm.nih.gov/gene/?term=13560
Mlst8	Mlst8	MTOR associated protein, LST8 homolog (S. cerevisiae)	56716	https://www.ncbi.nlm.nih.gov/gene/?term=56716
Plin3	Plin3	perilipin 3	66905	https://www.ncbi.nlm.nih.gov/gene/?term=66905
Snrpc	Snrpc	U1 small nuclear ribonucleoprotein C	20630	https://www.ncbi.nlm.nih.gov/gene/?term=20630
Sap130	Sap130	Sin3A associated protein	269003	https://www.ncbi.nlm.nih.gov/gene/?term=269003
Esco1	Esco1	establishment of sister chromatid cohesion N-acetyltransferase 1	77805	https://www.ncbi.nlm.nih.gov/gene/?term=77805
Tapbp	Tapbp	TAP binding protein	21356	https://www.ncbi.nlm.nih.gov/gene/?term=21356
Pfdn6	Pfdn6	prefoldin subunit 6	14976	https://www.ncbi.nlm.nih.gov/gene/?term=14976
C2	C2	complement component 2 (within H-2S)	12263	https://www.ncbi.nlm.nih.gov/gene/?term=12263
Proc	Proc	protein C	19123	https://www.ncbi.nlm.nih.gov/gene/?term=19123
Csnk2b	Csnk2b	casein kinase 2, beta polypeptide	13001	https://www.ncbi.nlm.nih.gov/gene/?term=13001
Apom	Apom	apolipoprotein M	55938	https://www.ncbi.nlm.nih.gov/gene/?term=55938
Bag6	Bag6	BCL2-associated athanogene 6	224727	https://www.ncbi.nlm.nih.gov/gene/?term=224727
Npc1	Npc1	NPC intracellular cholesterol transporter 1	18145	https://www.ncbi.nlm.nih.gov/gene/?term=18145
Ap3s1	Ap3s1	adaptor-related protein complex 3, sigma 1 subunit	11777	https://www.ncbi.nlm.nih.gov/gene/?term=11777
Ehd1	Ehd1	EH-domain containing 1	13660	https://www.ncbi.nlm.nih.gov/gene/?term=13660
Lipa	Lipa	lysosomal acid lipase A	16889	https://www.ncbi.nlm.nih.gov/gene/?term=16889
Rcl1	Rcl1	RNA terminal phosphate cyclase-like 1	59028	https://www.ncbi.nlm.nih.gov/gene/?term=59028
Zfpl1	Zfpl1	zinc finger like protein 1	81909	https://www.ncbi.nlm.nih.gov/gene/?term=81909
Vps51	Vps51	VPS51 GARP complex subunit	68505	https://www.ncbi.nlm.nih.gov/gene/?term=68505
Tm7sf2	Tm7sf2	transmembrane 7 superfamily member 2	73166	https://www.ncbi.nlm.nih.gov/gene/?term=73166
Syvn1	Syvn1	synovial apoptosis inhibitor 1, synoviolin	74126	https://www.ncbi.nlm.nih.gov/gene/?term=74126
Rad9a	Rad9a	RAD9 checkpoint clamp component A	19367	https://www.ncbi.nlm.nih.gov/gene/?term=19367
Gldc	Gldc	glycine decarboxylase	104174	https://www.ncbi.nlm.nih.gov/gene/?term=104174
Cdk2ap2	Cdk2ap2	CDK2-associated protein 2	52004	https://www.ncbi.nlm.nih.gov/gene/?term=52004
Klc2	Klc2	kinesin light chain 2	16594	https://www.ncbi.nlm.nih.gov/gene/?term=16594
Rab1b	Rab1b	RAB1B, member RAS oncogene family	76308	https://www.ncbi.nlm.nih.gov/gene/?term=76308
Doc2g	Doc2g	double C2, gamma	60425	https://www.ncbi.nlm.nih.gov/gene/?term=60425
Yif1a	Yif1a	Yip1 interacting factor homolog A (S. cerevisiae)	68090	https://www.ncbi.nlm.nih.gov/gene/?term=68090
Pcx	Pcx	pyruvate carboxylase	18563	https://www.ncbi.nlm.nih.gov/gene/?term=18563
Minpp1	Minpp1	multiple inositol polyphosphate histidine phosphatase 1	17330	https://www.ncbi.nlm.nih.gov/gene/?term=17330
Cpt1a	Cpt1a	carnitine palmitoyltransferase 1a, liver	12894	https://www.ncbi.nlm.nih.gov/gene/?term=12894
Smarca2	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	67155	https://www.ncbi.nlm.nih.gov/gene/?term=67155
Rnaseh2c	Rnaseh2c	ribonuclease H2, subunit C	68209	https://www.ncbi.nlm.nih.gov/gene/?term=68209
Kat5	Kat5	K(lysine) acetyltransferase 5	81601	https://www.ncbi.nlm.nih.gov/gene/?term=81601
Rela	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19697	https://www.ncbi.nlm.nih.gov/gene/?term=19697
Capn1	Capn1	calpain 1	12333	https://www.ncbi.nlm.nih.gov/gene/?term=12333
Prdx5	Prdx5	peroxiredoxin 5	54683	https://www.ncbi.nlm.nih.gov/gene/?term=54683
Esrra	Esrra	estrogen related receptor, alpha	26379	https://www.ncbi.nlm.nih.gov/gene/?term=26379
Gpr137	Gpr137	G protein-coupled receptor 137	107173	https://www.ncbi.nlm.nih.gov/gene/?term=107173
Bad	Bad	BCL2-associated agonist of cell death	12015	https://www.ncbi.nlm.nih.gov/gene/?term=12015
Sorbs1	Sorbs1	sorbin and SH3 domain containing 1	20411	https://www.ncbi.nlm.nih.gov/gene/?term=20411
Mxi1	Mxi1	MAX interactor 1, dimerization protein	17859	https://www.ncbi.nlm.nih.gov/gene/?term=17859
Trim8	Trim8	tripartite motif-containing 8	93679	https://www.ncbi.nlm.nih.gov/gene/?term=93679
Gcgr	Gcgr	glucagon receptor	14527	https://www.ncbi.nlm.nih.gov/gene/?term=14527
P4hb	P4hb	prolyl 4-hydroxylase, beta polypeptide	18453	https://www.ncbi.nlm.nih.gov/gene/?term=18453
Arhgdia	Arhgdia	Rho GDP dissociation inhibitor (GDI) alpha	192662	https://www.ncbi.nlm.nih.gov/gene/?term=192662
Pcyt2	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine	68671	https://www.ncbi.nlm.nih.gov/gene/?term=68671
Sirt7	Sirt7	sirtuin 7	209011	https://www.ncbi.nlm.nih.gov/gene/?term=209011
Aspscr1	Aspscr1	alveolar soft part sarcoma chromosome region, candidate 1 (human)	68938	https://www.ncbi.nlm.nih.gov/gene/?term=68938
Abcc2	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	12780	https://www.ncbi.nlm.nih.gov/gene/?term=12780
Dnmbp	Dnmbp	dynamin binding protein	71972	https://www.ncbi.nlm.nih.gov/gene/?term=71972
Cpn1	Cpn1	carboxypeptidase N, polypeptide 1	93721	https://www.ncbi.nlm.nih.gov/gene/?term=93721
Erlin1	Erlin1	ER lipid raft associated 1	226144	https://www.ncbi.nlm.nih.gov/gene/?term=226144
Sema4g	Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	26456	https://www.ncbi.nlm.nih.gov/gene/?term=26456
Ldb1	Ldb1	LIM domain binding 1	16825	https://www.ncbi.nlm.nih.gov/gene/?term=16825
Fbxl15	Fbxl15	F-box and leucine-rich repeat protein 15	68431	https://www.ncbi.nlm.nih.gov/gene/?term=68431
Mfsd13a	Mfsd13a	major facilitator superfamily domain containing 13a	75146	https://www.ncbi.nlm.nih.gov/gene/?term=75146
Banp	Banp	BTG3 associated nuclear protein	53325	https://www.ncbi.nlm.nih.gov/gene/?term=53325
